Age,Muni,Amount
90 tot 95 jaar,Bergen (NH.),338
90 tot 95 jaar,Bergen op Zoom,428
90 tot 95 jaar,Berkelland,290
90 tot 95 jaar,Bernheze,176
90 tot 95 jaar,Best,107
90 tot 95 jaar,Beuningen,88
90 tot 95 jaar,Beverwijk,258
90 tot 95 jaar,het Bildt,65
90 tot 95 jaar,De Bilt,517
90 tot 95 jaar,Binnenmaas,184
90 tot 95 jaar,Bladel,96
90 tot 95 jaar,Blaricum,61
90 tot 95 jaar,Bloemendaal,303
90 tot 95 jaar,Bodegraven-Reeuwijk,169
90 tot 95 jaar,Boekel,55
90 tot 95 jaar,Ten Boer,84
90 tot 95 jaar,Borger-Odoorn,156
90 tot 95 jaar,Borne,117
90 tot 95 jaar,Borsele,162
90 tot 95 jaar,Boxmeer,173
90 tot 95 jaar,Boxtel,195
90 tot 95 jaar,Breda,1145
90 tot 95 jaar,Brielle,83
90 tot 95 jaar,Bronckhorst,265
90 tot 95 jaar,Brummen,151
90 tot 95 jaar,Brunssum,219
90 tot 95 jaar,Bunnik,93
90 tot 95 jaar,Bunschoten,60
90 tot 95 jaar,Buren,100
90 tot 95 jaar,Capelle aan den IJssel,454
90 tot 95 jaar,Castricum,259
90 tot 95 jaar,Coevorden,257
90 tot 95 jaar,Cranendonck,131
90 tot 95 jaar,Cromstrijen,87
90 tot 95 jaar,Cuijk,104
90 tot 95 jaar,Culemborg,134
90 tot 95 jaar,Dalfsen,140
90 tot 95 jaar,Dantumadiel,119
90 tot 95 jaar,Delft,582
90 tot 95 jaar,Delfzijl,178
90 tot 95 jaar,Deurne,153
90 tot 95 jaar,Deventer,637
90 tot 95 jaar,Diemen,141
90 tot 95 jaar,Dinkelland,190
90 tot 95 jaar,Doesburg,56
90 tot 95 jaar,Doetinchem,361
90 tot 95 jaar,Dongen,147
90 tot 95 jaar,Dongeradeel,139
90 tot 95 jaar,Dordrecht,806
90 tot 95 jaar,Drechterland,92
90 tot 95 jaar,Drimmelen,119
90 tot 95 jaar,Dronten,187
90 tot 95 jaar,Druten,73
90 tot 95 jaar,Duiven,111
90 tot 95 jaar,Echt-Susteren,205
90 tot 95 jaar,Edam-Volendam,135
90 tot 95 jaar,Ede,679
90 tot 95 jaar,Eemnes,34
90 tot 95 jaar,Eemsmond,111
90 tot 95 jaar,Eersel,78
90 tot 95 jaar,Eijsden-Margraten,136
90 tot 95 jaar,Eindhoven,1349
90 tot 95 jaar,Elburg,113
90 tot 95 jaar,Emmen,654
90 tot 95 jaar,Enkhuizen,113
90 tot 95 jaar,Enschede,806
90 tot 95 jaar,Epe,238
90 tot 95 jaar,Ermelo,197
90 tot 95 jaar,Etten-Leur,200
90 tot 95 jaar,Ferwerderadiel,40
90 tot 95 jaar,Franekeradeel,148
90 tot 95 jaar,De Fryske Marren,370
90 tot 95 jaar,Geertruidenberg,100
90 tot 95 jaar,Geldermalsen,118
90 tot 95 jaar,Geldrop-Mierlo,208
90 tot 95 jaar,Gemert-Bakel,113
90 tot 95 jaar,Gennep,93
90 tot 95 jaar,Giessenlanden,74
90 tot 95 jaar,Gilze en Rijen,105
90 tot 95 jaar,Goeree-Overflakkee,358
90 tot 95 jaar,Goes,375
90 tot 95 jaar,Goirle,106
90 tot 95 jaar,Gooise Meren,532
90 tot 95 jaar,Gorinchem,224
90 tot 95 jaar,Gouda,475
90 tot 95 jaar,Grave,63
90 tot 95 jaar,'s-Gravenhage (gemeente),3041
90 tot 95 jaar,Groningen (gemeente),927
90 tot 95 jaar,Grootegast,48
90 tot 95 jaar,Gulpen-Wittem,113
90 tot 95 jaar,Haaksbergen,120
90 tot 95 jaar,Haaren,57
90 tot 95 jaar,Haarlem,964
90 tot 95 jaar,Haarlemmerliede en Spaarnwoude,17
90 tot 95 jaar,Haarlemmermeer,607
90 tot 95 jaar,Halderberge,153
90 tot 95 jaar,Hardenberg,260
90 tot 95 jaar,Harderwijk,232
90 tot 95 jaar,Hardinxveld-Giessendam,115
90 tot 95 jaar,Haren,251
90 tot 95 jaar,Harlingen,100
90 tot 95 jaar,Hattem,74
90 tot 95 jaar,Heemskerk,250
90 tot 95 jaar,Heemstede,295
90 tot 95 jaar,Heerde,133
90 tot 95 jaar,Heerenveen,401
90 tot 95 jaar,Heerhugowaard,176
90 tot 95 jaar,Heerlen,713
90 tot 95 jaar,Heeze-Leende,87
90 tot 95 jaar,Heiloo,199
90 tot 95 jaar,Den Helder,336
90 tot 95 jaar,Hellendoorn,210
90 tot 95 jaar,Hellevoetsluis,193
90 tot 95 jaar,Helmond,380
90 tot 95 jaar,Hendrik-Ido-Ambacht,139
90 tot 95 jaar,Hengelo (O.),518
90 tot 95 jaar,'s-Hertogenbosch,770
90 tot 95 jaar,Heumen,81
90 tot 95 jaar,Heusden,201
90 tot 95 jaar,Hillegom,149
90 tot 95 jaar,Hilvarenbeek,57
90 tot 95 jaar,Hilversum,697
90 tot 95 jaar,Hof van Twente,232
90 tot 95 jaar,Hollands Kroon,216
90 tot 95 jaar,Hoogeveen,384
90 tot 95 jaar,Hoogezand-Sappemeer,243
90 tot 95 jaar,Hoorn,345
90 tot 95 jaar,Horst aan de Maas,226
90 tot 95 jaar,Houten,221
90 tot 95 jaar,Huizen,251
90 tot 95 jaar,Hulst,208
90 tot 95 jaar,IJsselstein,171
90 tot 95 jaar,Kaag en Braassem,123
90 tot 95 jaar,Kampen,273
90 tot 95 jaar,Kapelle,77
90 tot 95 jaar,Katwijk,258
90 tot 95 jaar,Kerkrade,344
90 tot 95 jaar,Koggenland,116
90 tot 95 jaar,Kollumerland en Nieuwkruisland,57
90 tot 95 jaar,Korendijk,62
90 tot 95 jaar,Krimpen aan den IJssel,202
90 tot 95 jaar,Krimpenerwaard,305
90 tot 95 jaar,Laarbeek,108
90 tot 95 jaar,Landerd,79
90 tot 95 jaar,Landgraaf,213
90 tot 95 jaar,Landsmeer,53
90 tot 95 jaar,Langedijk,135
90 tot 95 jaar,Lansingerland,209
90 tot 95 jaar,Laren (NH.),182
90 tot 95 jaar,Leek,140
90 tot 95 jaar,Leerdam,165
90 tot 95 jaar,Leeuwarden,690
90 tot 95 jaar,Leeuwarderadeel,53
90 tot 95 jaar,Leiden,594
90 tot 95 jaar,Leiderdorp,167
90 tot 95 jaar,Leidschendam-Voorburg,663
90 tot 95 jaar,Lelystad,279
90 tot 95 jaar,Leudal,240
90 tot 95 jaar,Leusden,198
90 tot 95 jaar,Lingewaal,61
90 tot 95 jaar,Lingewaard,210
90 tot 95 jaar,Lisse,129
90 tot 95 jaar,Littenseradiel,68
90 tot 95 jaar,Lochem,325
90 tot 95 jaar,Loon op Zand,143
90 tot 95 jaar,Lopik,46
90 tot 95 jaar,Loppersum,64
90 tot 95 jaar,Losser,102
90 tot 95 jaar,Maasdriel,130
90 tot 95 jaar,Maasgouw,162
90 tot 95 jaar,Maassluis,178
90 tot 95 jaar,Maastricht,805
90 tot 95 jaar,De Marne,65
90 tot 95 jaar,Marum,49
90 tot 95 jaar,Medemblik,203
90 tot 95 jaar,Meerssen,122
90 tot 95 jaar,Meierijstad,410
90 tot 95 jaar,Menameradiel,74
90 tot 95 jaar,Menterwolde,41
90 tot 95 jaar,Meppel,225
90 tot 95 jaar,Middelburg (Z.),386
90 tot 95 jaar,Midden-Delfland,101
90 tot 95 jaar,Midden-Drenthe,220
90 tot 95 jaar,Mill en Sint Hubert,59
90 tot 95 jaar,Moerdijk,225
90 tot 95 jaar,Molenwaard,120
90 tot 95 jaar,Montferland,179
90 tot 95 jaar,Montfoort,62
90 tot 95 jaar,Mook en Middelaar,51
90 tot 95 jaar,Neder-Betuwe,112
90 tot 95 jaar,Nederweert,87
90 tot 95 jaar,Neerijnen,57
90 tot 95 jaar,Nieuwegein,205
90 tot 95 jaar,Nieuwkoop,135
90 tot 95 jaar,Nijkerk,171
90 tot 95 jaar,Nijmegen,805
90 tot 95 jaar,Nissewaard,374
90 tot 95 jaar,Noord-Beveland,63
90 tot 95 jaar,Noordenveld,228
90 tot 95 jaar,Noordoostpolder,248
90 tot 95 jaar,Noordwijk,171
90 tot 95 jaar,Noordwijkerhout,53
90 tot 95 jaar,Nuenen,
90 tot 95 jaar,Nunspeet,203
90 tot 95 jaar,Nuth,110
90 tot 95 jaar,Oegstgeest,188
90 tot 95 jaar,Oirschot,104
90 tot 95 jaar,Oisterwijk,176
90 tot 95 jaar,Oldambt,286
90 tot 95 jaar,Oldebroek,109
90 tot 95 jaar,Oldenzaal,193
90 tot 95 jaar,Olst-Wijhe,126
90 tot 95 jaar,Ommen,114
90 tot 95 jaar,Onderbanken,54
90 tot 95 jaar,Oost Gelre,148
90 tot 95 jaar,Oosterhout,281
90 tot 95 jaar,Ooststellingwerf,199
90 tot 95 jaar,Oostzaan,54
90 tot 95 jaar,Opmeer,54
90 tot 95 jaar,Opsterland,169
90 tot 95 jaar,Oss,442
90 tot 95 jaar,Oud-Beijerland,125
90 tot 95 jaar,Oude IJsselstreek,269
90 tot 95 jaar,Ouder-Amstel,90
90 tot 95 jaar,Oudewater,67
90 tot 95 jaar,Overbetuwe,170
90 tot 95 jaar,Papendrecht,178
90 tot 95 jaar,Peel en Maas,210
90 tot 95 jaar,Pekela,70
90 tot 95 jaar,Pijnacker-Nootdorp,215
90 tot 95 jaar,Purmerend,501
90 tot 95 jaar,Putten,142
90 tot 95 jaar,Raalte,254
90 tot 95 jaar,Reimerswaal,134
90 tot 95 jaar,Renkum,350
90 tot 95 jaar,Renswoude,5
90 tot 95 jaar,Reusel-De Mierden,41
90 tot 95 jaar,Rheden,495
90 tot 95 jaar,Rhenen,118
90 tot 95 jaar,Ridderkerk,355
90 tot 95 jaar,Rijnwaarden,53
90 tot 95 jaar,Rijssen-Holten,215
90 tot 95 jaar,Rijswijk (ZH.),502
90 tot 95 jaar,Roerdalen,125
90 tot 95 jaar,Roermond,358
90 tot 95 jaar,De Ronde Venen,203
90 tot 95 jaar,Roosendaal,486
90 tot 95 jaar,Rotterdam,3741
90 tot 95 jaar,Rozendaal,16
90 tot 95 jaar,Rucphen,87
90 tot 95 jaar,Schagen,254
90 tot 95 jaar,Scherpenzeel,53
90 tot 95 jaar,Schiedam,503
90 tot 95 jaar,Schiermonnikoog,13
90 tot 95 jaar,Schinnen,77
90 tot 95 jaar,Schouwen-Duiveland,319
90 tot 95 jaar,Simpelveld,40
90 tot 95 jaar,Sint Anthonis,78
90 tot 95 jaar,Sint-Michielsgestel,163
90 tot 95 jaar,Sittard-Geleen,658
90 tot 95 jaar,Sliedrecht,202
90 tot 95 jaar,Slochteren,72
90 tot 95 jaar,Sluis,257
90 tot 95 jaar,Smallingerland,328
90 tot 95 jaar,Soest,351
90 tot 95 jaar,Someren,98
90 tot 95 jaar,Son en Breugel,124
90 tot 95 jaar,Stadskanaal,261
90 tot 95 jaar,Staphorst,68
90 tot 95 jaar,Stede Broec,85
90 tot 95 jaar,Steenbergen,140
90 tot 95 jaar,Steenwijkerland,295
90 tot 95 jaar,Stein (L.),145
90 tot 95 jaar,Stichtse Vecht,335
90 tot 95 jaar,Strijen,48
90 tot 95 jaar,Súdwest-Fryslân,513
90 tot 95 jaar,Terneuzen,473
90 tot 95 jaar,Terschelling,25
90 tot 95 jaar,Texel,79
90 tot 95 jaar,Teylingen,225
90 tot 95 jaar,Tholen,165
90 tot 95 jaar,Tiel,204
90 tot 95 jaar,Tilburg,978
90 tot 95 jaar,Tubbergen,102
90 tot 95 jaar,Twenterand,136
90 tot 95 jaar,Tynaarlo,299
90 tot 95 jaar,Tytsjerksteradiel,204
90 tot 95 jaar,Uden,217
90 tot 95 jaar,Uitgeest,43
90 tot 95 jaar,Uithoorn,157
90 tot 95 jaar,Urk,40
90 tot 95 jaar,Utrecht (gemeente),1186
90 tot 95 jaar,Utrechtse Heuvelrug,467
90 tot 95 jaar,Vaals,80
90 tot 95 jaar,Valkenburg aan de Geul,157
90 tot 95 jaar,Valkenswaard,199
90 tot 95 jaar,Veendam,212
90 tot 95 jaar,Veenendaal,323
90 tot 95 jaar,Veere,161
90 tot 95 jaar,Veldhoven,209
90 tot 95 jaar,Velsen,519
90 tot 95 jaar,Venlo,599
90 tot 95 jaar,Venray,189
90 tot 95 jaar,Vianen,105
90 tot 95 jaar,Vlaardingen,587
90 tot 95 jaar,Vlagtwedde,131
90 tot 95 jaar,Vlieland,5
90 tot 95 jaar,Vlissingen,373
90 tot 95 jaar,Voerendaal,70
90 tot 95 jaar,Voorschoten,227
90 tot 95 jaar,Voorst,162
90 tot 95 jaar,Vught,227
90 tot 95 jaar,Waalre,123
90 tot 95 jaar,Waalwijk,251
90 tot 95 jaar,Waddinxveen,130
90 tot 95 jaar,Wageningen,283
90 tot 95 jaar,Wassenaar,346
90 tot 95 jaar,Waterland,89
90 tot 95 jaar,Weert,283
90 tot 95 jaar,Weesp,123
90 tot 95 jaar,Werkendam,131
90 tot 95 jaar,West Maas en Waal,93
90 tot 95 jaar,Westerveld,161
90 tot 95 jaar,Westervoort,77
90 tot 95 jaar,Westland,542
90 tot 95 jaar,Weststellingwerf,209
90 tot 95 jaar,Westvoorne,157
90 tot 95 jaar,Wierden,123
90 tot 95 jaar,Wijchen,198
90 tot 95 jaar,Wijdemeren,184
90 tot 95 jaar,Wijk bij Duurstede,85
90 tot 95 jaar,Winsum,76
90 tot 95 jaar,Winterswijk,187
90 tot 95 jaar,Woensdrecht,116
90 tot 95 jaar,Woerden,239
90 tot 95 jaar,De Wolden,186
90 tot 95 jaar,Wormerland,97
90 tot 95 jaar,Woudenberg,55
90 tot 95 jaar,Woudrichem,80
90 tot 95 jaar,Zaanstad,803
90 tot 95 jaar,Zaltbommel,122
90 tot 95 jaar,Zandvoort,163
90 tot 95 jaar,Zederik,87
90 tot 95 jaar,Zeewolde,37
90 tot 95 jaar,Zeist,579
90 tot 95 jaar,Zevenaar,167
90 tot 95 jaar,Zoetermeer,597
90 tot 95 jaar,Zoeterwoude,33
90 tot 95 jaar,Zuidhorn,118
90 tot 95 jaar,Zuidplas,204
90 tot 95 jaar,Zundert,134
90 tot 95 jaar,Zutphen,313
90 tot 95 jaar,Zwartewaterland,90
90 tot 95 jaar,Zwijndrecht,342
90 tot 95 jaar,Zwolle,680
90 tot 95 jaar,Niet-gemeentelijk ingedeeld, 
95 jaar of ouder,Aa en Hunze,45
95 jaar of ouder,Aalburg,17
95 jaar of ouder,Aalsmeer,64
95 jaar of ouder,Aalten,38
95 jaar of ouder,Achtkarspelen,30
95 jaar of ouder,Alblasserdam,39
95 jaar of ouder,Albrandswaard,25
95 jaar of ouder,Alkmaar,135
95 jaar of ouder,Almelo,95
95 jaar of ouder,Almere,99
95 jaar of ouder,Alphen aan den Rijn,134
95 jaar of ouder,Alphen-Chaam,10
95 jaar of ouder,Ameland,5
95 jaar of ouder,Amersfoort,192
95 jaar of ouder,Amstelveen,210
95 jaar of ouder,Amsterdam,908
95 jaar of ouder,Apeldoorn,272
95 jaar of ouder,Appingedam,32
95 jaar of ouder,Arnhem,204
95 jaar of ouder,Assen,112
95 jaar of ouder,Asten,20
95 jaar of ouder,Baarle-Nassau,9
95 jaar of ouder,Baarn,61
95 jaar of ouder,Barendrecht,44
95 jaar of ouder,Barneveld,72
95 jaar of ouder,Bedum,15
95 jaar of ouder,Beek (L.),22
95 jaar of ouder,Beemster,10
95 jaar of ouder,Beesel,18
95 jaar of ouder,Bellingwedde,16
95 jaar of ouder,Berg en Dal,53
95 jaar of ouder,Bergeijk,10
95 jaar of ouder,Bergen (L.),18
95 jaar of ouder,Bergen (NH.),86
95 jaar of ouder,Bergen op Zoom,103
95 jaar of ouder,Berkelland,57
95 jaar of ouder,Bernheze,45
95 jaar of ouder,Best,13
95 jaar of ouder,Beuningen,20
95 jaar of ouder,Beverwijk,57
95 jaar of ouder,het Bildt,10
95 jaar of ouder,De Bilt,137
95 jaar of ouder,Binnenmaas,45
95 jaar of ouder,Bladel,20
95 jaar of ouder,Blaricum,24
95 jaar of ouder,Bloemendaal,70
95 jaar of ouder,Bodegraven-Reeuwijk,35
95 jaar of ouder,Boekel,11
95 jaar of ouder,Ten Boer,15
95 jaar of ouder,Borger-Odoorn,47
95 jaar of ouder,Borne,22
95 jaar of ouder,Borsele,42
95 jaar of ouder,Boxmeer,37
95 jaar of ouder,Boxtel,36
95 jaar of ouder,Breda,261
95 jaar of ouder,Brielle,18
95 jaar of ouder,Bronckhorst,66
95 jaar of ouder,Brummen,36
95 jaar of ouder,Brunssum,49
95 jaar of ouder,Bunnik,20
95 jaar of ouder,Bunschoten,15
95 jaar of ouder,Buren,22
95 jaar of ouder,Capelle aan den IJssel,116
95 jaar of ouder,Castricum,55
95 jaar of ouder,Coevorden,65
95 jaar of ouder,Cranendonck,31
95 jaar of ouder,Cromstrijen,17
95 jaar of ouder,Cuijk,25
95 jaar of ouder,Culemborg,31
95 jaar of ouder,Dalfsen,37
95 jaar of ouder,Dantumadiel,26
95 jaar of ouder,Delft,162
95 jaar of ouder,Delfzijl,33
95 jaar of ouder,Deurne,23
95 jaar of ouder,Deventer,151
95 jaar of ouder,Diemen,29
95 jaar of ouder,Dinkelland,38
95 jaar of ouder,Doesburg,11
95 jaar of ouder,Doetinchem,87
95 jaar of ouder,Dongen,34
95 jaar of ouder,Dongeradeel,35
95 jaar of ouder,Dordrecht,204
95 jaar of ouder,Drechterland,15
95 jaar of ouder,Drimmelen,29
95 jaar of ouder,Dronten,41
95 jaar of ouder,Druten,11
95 jaar of ouder,Duiven,19
95 jaar of ouder,Echt-Susteren,44
95 jaar of ouder,Edam-Volendam,30
95 jaar of ouder,Ede,133
95 jaar of ouder,Eemnes,6
95 jaar of ouder,Eemsmond,28
95 jaar of ouder,Eersel,17
95 jaar of ouder,Eijsden-Margraten,31
95 jaar of ouder,Eindhoven,299
95 jaar of ouder,Elburg,28
95 jaar of ouder,Emmen,145
95 jaar of ouder,Enkhuizen,16
95 jaar of ouder,Enschede,180
95 jaar of ouder,Epe,57
95 jaar of ouder,Ermelo,50
95 jaar of ouder,Etten-Leur,40
95 jaar of ouder,Ferwerderadiel,14
95 jaar of ouder,Franekeradeel,24
95 jaar of ouder,De Fryske Marren,77
95 jaar of ouder,Geertruidenberg,19
95 jaar of ouder,Geldermalsen,29
95 jaar of ouder,Geldrop-Mierlo,42
95 jaar of ouder,Gemert-Bakel,19
95 jaar of ouder,Gennep,13
95 jaar of ouder,Giessenlanden,10
95 jaar of ouder,Gilze en Rijen,22
95 jaar of ouder,Goeree-Overflakkee,109
95 jaar of ouder,Goes,122
95 jaar of ouder,Goirle,23
95 jaar of ouder,Gooise Meren,138
95 jaar of ouder,Gorinchem,67
95 jaar of ouder,Gouda,129
95 jaar of ouder,Grave,10
95 jaar of ouder,'s-Gravenhage (gemeente),917
95 jaar of ouder,Groningen (gemeente),205
95 jaar of ouder,Grootegast,16
95 jaar of ouder,Gulpen-Wittem,22
95 jaar of ouder,Haaksbergen,25
95 jaar of ouder,Haaren,15
95 jaar of ouder,Haarlem,263
95 jaar of ouder,Haarlemmerliede en Spaarnwoude,5
95 jaar of ouder,Haarlemmermeer,129
95 jaar of ouder,Halderberge,36
95 jaar of ouder,Hardenberg,59
95 jaar of ouder,Harderwijk,48
95 jaar of ouder,Hardinxveld-Giessendam,37
95 jaar of ouder,Haren,79
95 jaar of ouder,Harlingen,25
95 jaar of ouder,Hattem,15
95 jaar of ouder,Heemskerk,48
95 jaar of ouder,Heemstede,106
95 jaar of ouder,Heerde,37
95 jaar of ouder,Heerenveen,99
95 jaar of ouder,Heerhugowaard,34
95 jaar of ouder,Heerlen,138
95 jaar of ouder,Heeze-Leende,20
95 jaar of ouder,Heiloo,39
95 jaar of ouder,Den Helder,87
95 jaar of ouder,Hellendoorn,32
95 jaar of ouder,Hellevoetsluis,53
95 jaar of ouder,Helmond,59
95 jaar of ouder,Hendrik-Ido-Ambacht,31
95 jaar of ouder,Hengelo (O.),110
95 jaar of ouder,'s-Hertogenbosch,186
95 jaar of ouder,Heumen,14
95 jaar of ouder,Heusden,45
95 jaar of ouder,Hillegom,33
95 jaar of ouder,Hilvarenbeek,16
95 jaar of ouder,Hilversum,185
95 jaar of ouder,Hof van Twente,62
95 jaar of ouder,Hollands Kroon,56
95 jaar of ouder,Hoogeveen,103
95 jaar of ouder,Hoogezand-Sappemeer,61
95 jaar of ouder,Hoorn,101
95 jaar of ouder,Horst aan de Maas,28
95 jaar of ouder,Houten,40
95 jaar of ouder,Huizen,85
95 jaar of ouder,Hulst,61
95 jaar of ouder,IJsselstein,32
95 jaar of ouder,Kaag en Braassem,30
95 jaar of ouder,Kampen,66
95 jaar of ouder,Kapelle,28
95 jaar of ouder,Katwijk,80
95 jaar of ouder,Kerkrade,63
95 jaar of ouder,Koggenland,28
95 jaar of ouder,Kollumerland en Nieuwkruisland,15
95 jaar of ouder,Korendijk,12
95 jaar of ouder,Krimpen aan den IJssel,51
95 jaar of ouder,Krimpenerwaard,77
95 jaar of ouder,Laarbeek,16
95 jaar of ouder,Landerd,8
95 jaar of ouder,Landgraaf,51
95 jaar of ouder,Landsmeer,5
95 jaar of ouder,Langedijk,19
95 jaar of ouder,Lansingerland,44
95 jaar of ouder,Laren (NH.),44
95 jaar of ouder,Leek,28
95 jaar of ouder,Leerdam,37
95 jaar of ouder,Leeuwarden,165
95 jaar of ouder,Leeuwarderadeel,24
95 jaar of ouder,Leiden,148
95 jaar of ouder,Leiderdorp,35
95 jaar of ouder,Leidschendam-Voorburg,156
95 jaar of ouder,Lelystad,71
95 jaar of ouder,Leudal,55
95 jaar of ouder,Leusden,32
95 jaar of ouder,Lingewaal,7
95 jaar of ouder,Lingewaard,47
95 jaar of ouder,Lisse,29
95 jaar of ouder,Littenseradiel,16
95 jaar of ouder,Lochem,85
95 jaar of ouder,Loon op Zand,28
95 jaar of ouder,Lopik,13
95 jaar of ouder,Loppersum,28
95 jaar of ouder,Losser,22
95 jaar of ouder,Maasdriel,23
95 jaar of ouder,Maasgouw,37
95 jaar of ouder,Maassluis,48
95 jaar of ouder,Maastricht,189
95 jaar of ouder,De Marne,19
95 jaar of ouder,Marum,17
95 jaar of ouder,Medemblik,60
95 jaar of ouder,Meerssen,26
95 jaar of ouder,Meierijstad,96
95 jaar of ouder,Menameradiel,21
95 jaar of ouder,Menterwolde,15
95 jaar of ouder,Meppel,46
95 jaar of ouder,Middelburg (Z.),100
95 jaar of ouder,Midden-Delfland,17
95 jaar of ouder,Midden-Drenthe,49
95 jaar of ouder,Mill en Sint Hubert,4
95 jaar of ouder,Moerdijk,47
95 jaar of ouder,Molenwaard,41
95 jaar of ouder,Montferland,48
95 jaar of ouder,Montfoort,8
95 jaar of ouder,Mook en Middelaar,3
95 jaar of ouder,Neder-Betuwe,21
95 jaar of ouder,Nederweert,21
95 jaar of ouder,Neerijnen,8
95 jaar of ouder,Nieuwegein,42
95 jaar of ouder,Nieuwkoop,20
95 jaar of ouder,Nijkerk,33
95 jaar of ouder,Nijmegen,195
95 jaar of ouder,Nissewaard,72
95 jaar of ouder,Noord-Beveland,22
95 jaar of ouder,Noordenveld,60
95 jaar of ouder,Noordoostpolder,71
95 jaar of ouder,Noordwijk,43
95 jaar of ouder,Noordwijkerhout,16
95 jaar of ouder,Nuenen,
95 jaar of ouder,Nunspeet,50
95 jaar of ouder,Nuth,33
95 jaar of ouder,Oegstgeest,43
95 jaar of ouder,Oirschot,26
95 jaar of ouder,Oisterwijk,33
95 jaar of ouder,Oldambt,88
95 jaar of ouder,Oldebroek,26
95 jaar of ouder,Oldenzaal,43
95 jaar of ouder,Olst-Wijhe,25
95 jaar of ouder,Ommen,24
95 jaar of ouder,Onderbanken,8
95 jaar of ouder,Oost Gelre,37
95 jaar of ouder,Oosterhout,49
95 jaar of ouder,Ooststellingwerf,59
95 jaar of ouder,Oostzaan,11
95 jaar of ouder,Opmeer,12
95 jaar of ouder,Opsterland,44
95 jaar of ouder,Oss,92
95 jaar of ouder,Oud-Beijerland,35
95 jaar of ouder,Oude IJsselstreek,64
95 jaar of ouder,Ouder-Amstel,26
95 jaar of ouder,Oudewater,14
95 jaar of ouder,Overbetuwe,28
95 jaar of ouder,Papendrecht,41
95 jaar of ouder,Peel en Maas,54
95 jaar of ouder,Pekela,16
95 jaar of ouder,Pijnacker-Nootdorp,39
95 jaar of ouder,Purmerend,97
95 jaar of ouder,Putten,24
95 jaar of ouder,Raalte,54
95 jaar of ouder,Reimerswaal,39
95 jaar of ouder,Renkum,94
95 jaar of ouder,Renswoude,4
95 jaar of ouder,Reusel-De Mierden,5
95 jaar of ouder,Rheden,105
95 jaar of ouder,Rhenen,21
95 jaar of ouder,Ridderkerk,61
95 jaar of ouder,Rijnwaarden,8
95 jaar of ouder,Rijssen-Holten,43
95 jaar of ouder,Rijswijk (ZH.),117
95 jaar of ouder,Roerdalen,32
95 jaar of ouder,Roermond,83
95 jaar of ouder,De Ronde Venen,42
95 jaar of ouder,Roosendaal,104
95 jaar of ouder,Rotterdam,1073
95 jaar of ouder,Rozendaal,4
95 jaar of ouder,Rucphen,15
95 jaar of ouder,Schagen,59
95 jaar of ouder,Scherpenzeel,13
95 jaar of ouder,Schiedam,143
95 jaar of ouder,Schiermonnikoog,6
95 jaar of ouder,Schinnen,14
95 jaar of ouder,Schouwen-Duiveland,87
95 jaar of ouder,Simpelveld,6
95 jaar of ouder,Sint Anthonis,19
95 jaar of ouder,Sint-Michielsgestel,44
95 jaar of ouder,Sittard-Geleen,143
95 jaar of ouder,Sliedrecht,58
95 jaar of ouder,Slochteren,22
95 jaar of ouder,Sluis,80
95 jaar of ouder,Smallingerland,79
95 jaar of ouder,Soest,90
95 jaar of ouder,Someren,22
95 jaar of ouder,Son en Breugel,17
95 jaar of ouder,Stadskanaal,56
95 jaar of ouder,Staphorst,25
95 jaar of ouder,Stede Broec,14
95 jaar of ouder,Steenbergen,38
95 jaar of ouder,Steenwijkerland,69
95 jaar of ouder,Stein (L.),28
95 jaar of ouder,Stichtse Vecht,96
95 jaar of ouder,Strijen,21
95 jaar of ouder,Súdwest-Fryslân,132
95 jaar of ouder,Terneuzen,121
95 jaar of ouder,Terschelling,11
95 jaar of ouder,Texel,31
95 jaar of ouder,Teylingen,51
95 jaar of ouder,Tholen,43
95 jaar of ouder,Tiel,45
95 jaar of ouder,Tilburg,231
95 jaar of ouder,Tubbergen,14
95 jaar of ouder,Twenterand,22
95 jaar of ouder,Tynaarlo,77
95 jaar of ouder,Tytsjerksteradiel,46
95 jaar of ouder,Uden,52
95 jaar of ouder,Uitgeest,16
95 jaar of ouder,Uithoorn,28
95 jaar of ouder,Urk,9
95 jaar of ouder,Utrecht (gemeente),327
95 jaar of ouder,Utrechtse Heuvelrug,138
95 jaar of ouder,Vaals,14
95 jaar of ouder,Valkenburg aan de Geul,36
95 jaar of ouder,Valkenswaard,37
95 jaar of ouder,Veendam,58
95 jaar of ouder,Veenendaal,72
95 jaar of ouder,Veere,63
95 jaar of ouder,Veldhoven,26
95 jaar of ouder,Velsen,124
95 jaar of ouder,Venlo,151
95 jaar of ouder,Venray,39
95 jaar of ouder,Vianen,26
95 jaar of ouder,Vlaardingen,152
95 jaar of ouder,Vlagtwedde,35
95 jaar of ouder,Vlieland,2
95 jaar of ouder,Vlissingen,99
95 jaar of ouder,Voerendaal,16
95 jaar of ouder,Voorschoten,57
95 jaar of ouder,Voorst,28
95 jaar of ouder,Vught,43
95 jaar of ouder,Waalre,24
95 jaar of ouder,Waalwijk,50
95 jaar of ouder,Waddinxveen,23
95 jaar of ouder,Wageningen,75
95 jaar of ouder,Wassenaar,110
95 jaar of ouder,Waterland,22
95 jaar of ouder,Weert,58
95 jaar of ouder,Weesp,20
95 jaar of ouder,Werkendam,28
