Age,Muni,Amount
80 tot 85 jaar,Haarlemmerliede en Spaarnwoude,139
80 tot 85 jaar,Haarlemmermeer,2625
80 tot 85 jaar,Halderberge,799
80 tot 85 jaar,Hardenberg,1458
80 tot 85 jaar,Harderwijk,1058
80 tot 85 jaar,Hardinxveld-Giessendam,412
80 tot 85 jaar,Haren,753
80 tot 85 jaar,Harlingen,436
80 tot 85 jaar,Hattem,383
80 tot 85 jaar,Heemskerk,1231
80 tot 85 jaar,Heemstede,1025
80 tot 85 jaar,Heerde,516
80 tot 85 jaar,Heerenveen,1342
80 tot 85 jaar,Heerhugowaard,924
80 tot 85 jaar,Heerlen,2664
80 tot 85 jaar,Heeze-Leende,511
80 tot 85 jaar,Heiloo,883
80 tot 85 jaar,Den Helder,1477
80 tot 85 jaar,Hellendoorn,962
80 tot 85 jaar,Hellevoetsluis,797
80 tot 85 jaar,Helmond,1776
80 tot 85 jaar,Hendrik-Ido-Ambacht,668
80 tot 85 jaar,Hengelo (O.),2105
80 tot 85 jaar,'s-Hertogenbosch,3226
80 tot 85 jaar,Heumen,505
80 tot 85 jaar,Heusden,1071
80 tot 85 jaar,Hillegom,540
80 tot 85 jaar,Hilvarenbeek,406
80 tot 85 jaar,Hilversum,2332
80 tot 85 jaar,Hof van Twente,1164
80 tot 85 jaar,Hollands Kroon,1110
80 tot 85 jaar,Hoogeveen,1567
80 tot 85 jaar,Hoogezand-Sappemeer,974
80 tot 85 jaar,Hoorn,1339
80 tot 85 jaar,Horst aan de Maas,1153
80 tot 85 jaar,Houten,749
80 tot 85 jaar,Huizen,1037
80 tot 85 jaar,Hulst,856
80 tot 85 jaar,IJsselstein,671
80 tot 85 jaar,Kaag en Braassem,628
80 tot 85 jaar,Kampen,1097
80 tot 85 jaar,Kapelle,311
80 tot 85 jaar,Katwijk,1368
80 tot 85 jaar,Kerkrade,1509
80 tot 85 jaar,Koggenland,495
80 tot 85 jaar,Kollumerland en Nieuwkruisland,316
80 tot 85 jaar,Korendijk,280
80 tot 85 jaar,Krimpen aan den IJssel,983
80 tot 85 jaar,Krimpenerwaard,1423
80 tot 85 jaar,Laarbeek,585
80 tot 85 jaar,Landerd,383
80 tot 85 jaar,Landgraaf,1130
80 tot 85 jaar,Landsmeer,313
80 tot 85 jaar,Langedijk,555
80 tot 85 jaar,Lansingerland,1084
80 tot 85 jaar,Laren (NH.),478
80 tot 85 jaar,Leek,557
80 tot 85 jaar,Leerdam,490
80 tot 85 jaar,Leeuwarden,2403
80 tot 85 jaar,Leeuwarderadeel,262
80 tot 85 jaar,Leiden,2095
80 tot 85 jaar,Leiderdorp,798
80 tot 85 jaar,Leidschendam-Voorburg,2391
80 tot 85 jaar,Lelystad,1037
80 tot 85 jaar,Leudal,1046
80 tot 85 jaar,Leusden,660
80 tot 85 jaar,Lingewaal,225
80 tot 85 jaar,Lingewaard,1043
80 tot 85 jaar,Lisse,664
80 tot 85 jaar,Littenseradiel,218
80 tot 85 jaar,Lochem,1237
80 tot 85 jaar,Loon op Zand,661
80 tot 85 jaar,Lopik,261
80 tot 85 jaar,Loppersum,229
80 tot 85 jaar,Losser,601
80 tot 85 jaar,Maasdriel,542
80 tot 85 jaar,Maasgouw,746
80 tot 85 jaar,Maassluis,840
80 tot 85 jaar,Maastricht,3264
80 tot 85 jaar,De Marne,258
80 tot 85 jaar,Marum,233
80 tot 85 jaar,Medemblik,904
80 tot 85 jaar,Meerssen,679
80 tot 85 jaar,Meierijstad,2112
80 tot 85 jaar,Menameradiel,304
80 tot 85 jaar,Menterwolde,226
80 tot 85 jaar,Meppel,783
80 tot 85 jaar,Middelburg (Z.),1291
80 tot 85 jaar,Midden-Delfland,455
80 tot 85 jaar,Midden-Drenthe,897
80 tot 85 jaar,Mill en Sint Hubert,296
80 tot 85 jaar,Moerdijk,906
80 tot 85 jaar,Molenwaard,549
80 tot 85 jaar,Montferland,1087
80 tot 85 jaar,Montfoort,261
80 tot 85 jaar,Mook en Middelaar,248
80 tot 85 jaar,Neder-Betuwe,458
80 tot 85 jaar,Nederweert,485
80 tot 85 jaar,Neerijnen,230
80 tot 85 jaar,Nieuwegein,1156
80 tot 85 jaar,Nieuwkoop,614
80 tot 85 jaar,Nijkerk,973
80 tot 85 jaar,Nijmegen,3495
80 tot 85 jaar,Nissewaard,1880
80 tot 85 jaar,Noord-Beveland,214
80 tot 85 jaar,Noordenveld,1097
80 tot 85 jaar,Noordoostpolder,942
80 tot 85 jaar,Noordwijk,605
80 tot 85 jaar,Noordwijkerhout,442
80 tot 85 jaar,Nuenen,
80 tot 85 jaar,Nunspeet,699
80 tot 85 jaar,Nuth,548
80 tot 85 jaar,Oegstgeest,623
80 tot 85 jaar,Oirschot,496
80 tot 85 jaar,Oisterwijk,855
80 tot 85 jaar,Oldambt,1103
80 tot 85 jaar,Oldebroek,585
80 tot 85 jaar,Oldenzaal,914
80 tot 85 jaar,Olst-Wijhe,431
80 tot 85 jaar,Ommen,433
80 tot 85 jaar,Onderbanken,224
80 tot 85 jaar,Oost Gelre,757
80 tot 85 jaar,Oosterhout,1456
80 tot 85 jaar,Ooststellingwerf,771
80 tot 85 jaar,Oostzaan,239
80 tot 85 jaar,Opmeer,286
80 tot 85 jaar,Opsterland,766
80 tot 85 jaar,Oss,2222
80 tot 85 jaar,Oud-Beijerland,594
80 tot 85 jaar,Oude IJsselstreek,1108
80 tot 85 jaar,Ouder-Amstel,316
80 tot 85 jaar,Oudewater,264
80 tot 85 jaar,Overbetuwe,1036
80 tot 85 jaar,Papendrecht,888
80 tot 85 jaar,Peel en Maas,1133
80 tot 85 jaar,Pekela,317
80 tot 85 jaar,Pijnacker-Nootdorp,1028
80 tot 85 jaar,Purmerend,2093
80 tot 85 jaar,Putten,665
80 tot 85 jaar,Raalte,1029
80 tot 85 jaar,Reimerswaal,513
80 tot 85 jaar,Renkum,1173
80 tot 85 jaar,Renswoude,72
80 tot 85 jaar,Reusel-De Mierden,273
80 tot 85 jaar,Rheden,1682
80 tot 85 jaar,Rhenen,535
80 tot 85 jaar,Ridderkerk,1548
80 tot 85 jaar,Rijnwaarden,260
80 tot 85 jaar,Rijssen-Holten,977
80 tot 85 jaar,Rijswijk (ZH.),1692
80 tot 85 jaar,Roerdalen,584
80 tot 85 jaar,Roermond,1464
80 tot 85 jaar,De Ronde Venen,1090
80 tot 85 jaar,Roosendaal,2042
80 tot 85 jaar,Rotterdam,12782
80 tot 85 jaar,Rozendaal,69
80 tot 85 jaar,Rucphen,600
80 tot 85 jaar,Schagen,1156
80 tot 85 jaar,Scherpenzeel,208
80 tot 85 jaar,Schiedam,1635
80 tot 85 jaar,Schiermonnikoog,32
80 tot 85 jaar,Schinnen,428
80 tot 85 jaar,Schouwen-Duiveland,1149
80 tot 85 jaar,Simpelveld,351
80 tot 85 jaar,Sint Anthonis,400
80 tot 85 jaar,Sint-Michielsgestel,856
80 tot 85 jaar,Sittard-Geleen,2974
80 tot 85 jaar,Sliedrecht,674
80 tot 85 jaar,Slochteren,317
80 tot 85 jaar,Sluis,792
80 tot 85 jaar,Smallingerland,1504
80 tot 85 jaar,Soest,1312
80 tot 85 jaar,Someren,508
80 tot 85 jaar,Son en Breugel,675
80 tot 85 jaar,Stadskanaal,1119
80 tot 85 jaar,Staphorst,324
80 tot 85 jaar,Stede Broec,421
80 tot 85 jaar,Steenbergen,584
80 tot 85 jaar,Steenwijkerland,1216
80 tot 85 jaar,Stein (L.),771
80 tot 85 jaar,Stichtse Vecht,1435
80 tot 85 jaar,Strijen,210
80 tot 85 jaar,Súdwest-Fryslân,2164
80 tot 85 jaar,Terneuzen,1674
80 tot 85 jaar,Terschelling,116
80 tot 85 jaar,Texel,344
80 tot 85 jaar,Teylingen,952
80 tot 85 jaar,Tholen,557
80 tot 85 jaar,Tiel,773
80 tot 85 jaar,Tilburg,4340
80 tot 85 jaar,Tubbergen,527
80 tot 85 jaar,Twenterand,726
80 tot 85 jaar,Tynaarlo,1119
80 tot 85 jaar,Tytsjerksteradiel,877
80 tot 85 jaar,Uden,1114
80 tot 85 jaar,Uitgeest,282
80 tot 85 jaar,Uithoorn,766
80 tot 85 jaar,Urk,211
80 tot 85 jaar,Utrecht (gemeente),4517
80 tot 85 jaar,Utrechtse Heuvelrug,1633
80 tot 85 jaar,Vaals,328
80 tot 85 jaar,Valkenburg aan de Geul,638
80 tot 85 jaar,Valkenswaard,1030
80 tot 85 jaar,Veendam,748
80 tot 85 jaar,Veenendaal,1390
80 tot 85 jaar,Veere,685
80 tot 85 jaar,Veldhoven,1296
80 tot 85 jaar,Velsen,1778
80 tot 85 jaar,Venlo,2804
80 tot 85 jaar,Venray,1071
80 tot 85 jaar,Vianen,443
80 tot 85 jaar,Vlaardingen,2008
80 tot 85 jaar,Vlagtwedde,512
80 tot 85 jaar,Vlieland,26
80 tot 85 jaar,Vlissingen,1229
80 tot 85 jaar,Voerendaal,444
80 tot 85 jaar,Voorschoten,787
80 tot 85 jaar,Voorst,737
80 tot 85 jaar,Vught,762
80 tot 85 jaar,Waalre,614
80 tot 85 jaar,Waalwijk,1255
80 tot 85 jaar,Waddinxveen,719
80 tot 85 jaar,Wageningen,790
80 tot 85 jaar,Wassenaar,903
80 tot 85 jaar,Waterland,490
80 tot 85 jaar,Weert,1479
80 tot 85 jaar,Weesp,509
80 tot 85 jaar,Werkendam,635
80 tot 85 jaar,West Maas en Waal,434
80 tot 85 jaar,Westerveld,662
80 tot 85 jaar,Westervoort,295
80 tot 85 jaar,Westland,2511
80 tot 85 jaar,Weststellingwerf,788
80 tot 85 jaar,Westvoorne,487
80 tot 85 jaar,Wierden,601
80 tot 85 jaar,Wijchen,913
80 tot 85 jaar,Wijdemeren,674
80 tot 85 jaar,Wijk bij Duurstede,418
80 tot 85 jaar,Winsum,311
80 tot 85 jaar,Winterswijk,850
80 tot 85 jaar,Woensdrecht,579
80 tot 85 jaar,Woerden,1104
80 tot 85 jaar,De Wolden,746
80 tot 85 jaar,Wormerland,469
80 tot 85 jaar,Woudenberg,330
80 tot 85 jaar,Woudrichem,321
80 tot 85 jaar,Zaanstad,3412
80 tot 85 jaar,Zaltbommel,583
80 tot 85 jaar,Zandvoort,493
80 tot 85 jaar,Zederik,325
80 tot 85 jaar,Zeewolde,333
80 tot 85 jaar,Zeist,1706
80 tot 85 jaar,Zevenaar,906
80 tot 85 jaar,Zoetermeer,2357
80 tot 85 jaar,Zoeterwoude,211
80 tot 85 jaar,Zuidhorn,398
80 tot 85 jaar,Zuidplas,887
80 tot 85 jaar,Zundert,642
80 tot 85 jaar,Zutphen,1100
80 tot 85 jaar,Zwartewaterland,398
80 tot 85 jaar,Zwijndrecht,1353
80 tot 85 jaar,Zwolle,2355
80 tot 85 jaar,Niet-gemeentelijk ingedeeld, 
85 tot 90 jaar,Aa en Hunze,447
85 tot 90 jaar,Aalburg,146
85 tot 90 jaar,Aalsmeer,453
85 tot 90 jaar,Aalten,481
85 tot 90 jaar,Achtkarspelen,349
85 tot 90 jaar,Alblasserdam,331
85 tot 90 jaar,Albrandswaard,287
85 tot 90 jaar,Alkmaar,1426
85 tot 90 jaar,Almelo,1017
85 tot 90 jaar,Almere,1285
85 tot 90 jaar,Alphen aan den Rijn,1324
85 tot 90 jaar,Alphen-Chaam,142
85 tot 90 jaar,Ameland,44
85 tot 90 jaar,Amersfoort,1716
85 tot 90 jaar,Amstelveen,1794
85 tot 90 jaar,Amsterdam,7032
85 tot 90 jaar,Apeldoorn,2526
85 tot 90 jaar,Appingedam,213
85 tot 90 jaar,Arnhem,1772
85 tot 90 jaar,Assen,1024
85 tot 90 jaar,Asten,217
85 tot 90 jaar,Baarle-Nassau,121
85 tot 90 jaar,Baarn,471
85 tot 90 jaar,Barendrecht,564
85 tot 90 jaar,Barneveld,742
85 tot 90 jaar,Bedum,123
85 tot 90 jaar,Beek (L.),294
85 tot 90 jaar,Beemster,137
85 tot 90 jaar,Beesel,207
85 tot 90 jaar,Bellingwedde,159
85 tot 90 jaar,Berg en Dal,665
85 tot 90 jaar,Bergeijk,243
85 tot 90 jaar,Bergen (L.),186
85 tot 90 jaar,Bergen (NH.),701
85 tot 90 jaar,Bergen op Zoom,1005
85 tot 90 jaar,Berkelland,790
85 tot 90 jaar,Bernheze,456
85 tot 90 jaar,Best,357
85 tot 90 jaar,Beuningen,288
85 tot 90 jaar,Beverwijk,612
85 tot 90 jaar,het Bildt,150
85 tot 90 jaar,De Bilt,1027
85 tot 90 jaar,Binnenmaas,470
85 tot 90 jaar,Bladel,277
85 tot 90 jaar,Blaricum,141
85 tot 90 jaar,Bloemendaal,584
85 tot 90 jaar,Bodegraven-Reeuwijk,500
85 tot 90 jaar,Boekel,118
85 tot 90 jaar,Ten Boer,125
85 tot 90 jaar,Borger-Odoorn,365
85 tot 90 jaar,Borne,389
85 tot 90 jaar,Borsele,316
85 tot 90 jaar,Boxmeer,451
85 tot 90 jaar,Boxtel,467
85 tot 90 jaar,Breda,2654
85 tot 90 jaar,Brielle,257
85 tot 90 jaar,Bronckhorst,685
85 tot 90 jaar,Brummen,366
85 tot 90 jaar,Brunssum,527
85 tot 90 jaar,Bunnik,260
85 tot 90 jaar,Bunschoten,199
85 tot 90 jaar,Buren,257
85 tot 90 jaar,Capelle aan den IJssel,1001
85 tot 90 jaar,Castricum,709
85 tot 90 jaar,Coevorden,591
85 tot 90 jaar,Cranendonck,315
85 tot 90 jaar,Cromstrijen,171
85 tot 90 jaar,Cuijk,312
85 tot 90 jaar,Culemborg,308
85 tot 90 jaar,Dalfsen,427
85 tot 90 jaar,Dantumadiel,277
85 tot 90 jaar,Delft,1284
85 tot 90 jaar,Delfzijl,435
85 tot 90 jaar,Deurne,420
85 tot 90 jaar,Deventer,1485
85 tot 90 jaar,Diemen,396
85 tot 90 jaar,Dinkelland,423
85 tot 90 jaar,Doesburg,150
85 tot 90 jaar,Doetinchem,870
85 tot 90 jaar,Dongen,351
85 tot 90 jaar,Dongeradeel,417
85 tot 90 jaar,Dordrecht,1700
85 tot 90 jaar,Drechterland,232
85 tot 90 jaar,Drimmelen,363
85 tot 90 jaar,Dronten,545
85 tot 90 jaar,Druten,218
85 tot 90 jaar,Duiven,316
85 tot 90 jaar,Echt-Susteren,556
85 tot 90 jaar,Edam-Volendam,349
85 tot 90 jaar,Ede,1735
85 tot 90 jaar,Eemnes,109
85 tot 90 jaar,Eemsmond,240
85 tot 90 jaar,Eersel,293
85 tot 90 jaar,Eijsden-Margraten,419
85 tot 90 jaar,Eindhoven,3220
85 tot 90 jaar,Elburg,339
85 tot 90 jaar,Emmen,1676
85 tot 90 jaar,Enkhuizen,244
85 tot 90 jaar,Enschede,2061
85 tot 90 jaar,Epe,641
85 tot 90 jaar,Ermelo,472
85 tot 90 jaar,Etten-Leur,534
85 tot 90 jaar,Ferwerderadiel,134
85 tot 90 jaar,Franekeradeel,295
85 tot 90 jaar,De Fryske Marren,784
85 tot 90 jaar,Geertruidenberg,300
85 tot 90 jaar,Geldermalsen,325
85 tot 90 jaar,Geldrop-Mierlo,613
85 tot 90 jaar,Gemert-Bakel,379
85 tot 90 jaar,Gennep,265
85 tot 90 jaar,Giessenlanden,186
85 tot 90 jaar,Gilze en Rijen,322
85 tot 90 jaar,Goeree-Overflakkee,783
85 tot 90 jaar,Goes,743
85 tot 90 jaar,Goirle,298
85 tot 90 jaar,Gooise Meren,1144
85 tot 90 jaar,Gorinchem,537
85 tot 90 jaar,Gouda,1054
85 tot 90 jaar,Grave,149
85 tot 90 jaar,'s-Gravenhage (gemeente),5899
85 tot 90 jaar,Groningen (gemeente),1985
85 tot 90 jaar,Grootegast,165
85 tot 90 jaar,Gulpen-Wittem,268
85 tot 90 jaar,Haaksbergen,353
85 tot 90 jaar,Haaren,199
85 tot 90 jaar,Haarlem,2182
85 tot 90 jaar,Haarlemmerliede en Spaarnwoude,71
85 tot 90 jaar,Haarlemmermeer,1471
85 tot 90 jaar,Halderberge,476
85 tot 90 jaar,Hardenberg,786
85 tot 90 jaar,Harderwijk,616
85 tot 90 jaar,Hardinxveld-Giessendam,270
85 tot 90 jaar,Haren,520
85 tot 90 jaar,Harlingen,229
85 tot 90 jaar,Hattem,203
85 tot 90 jaar,Heemskerk,712
85 tot 90 jaar,Heemstede,675
85 tot 90 jaar,Heerde,316
85 tot 90 jaar,Heerenveen,865
85 tot 90 jaar,Heerhugowaard,488
85 tot 90 jaar,Heerlen,1657
85 tot 90 jaar,Heeze-Leende,280
85 tot 90 jaar,Heiloo,523
85 tot 90 jaar,Den Helder,857
85 tot 90 jaar,Hellendoorn,545
85 tot 90 jaar,Hellevoetsluis,429
85 tot 90 jaar,Helmond,957
85 tot 90 jaar,Hendrik-Ido-Ambacht,393
85 tot 90 jaar,Hengelo (O.),1371
85 tot 90 jaar,'s-Hertogenbosch,1889
85 tot 90 jaar,Heumen,277
85 tot 90 jaar,Heusden,576
85 tot 90 jaar,Hillegom,361
85 tot 90 jaar,Hilvarenbeek,203
85 tot 90 jaar,Hilversum,1549
85 tot 90 jaar,Hof van Twente,698
85 tot 90 jaar,Hollands Kroon,592
85 tot 90 jaar,Hoogeveen,881
85 tot 90 jaar,Hoogezand-Sappemeer,546
85 tot 90 jaar,Hoorn,844
85 tot 90 jaar,Horst aan de Maas,587
85 tot 90 jaar,Houten,457
85 tot 90 jaar,Huizen,627
85 tot 90 jaar,Hulst,521
85 tot 90 jaar,IJsselstein,420
85 tot 90 jaar,Kaag en Braassem,360
85 tot 90 jaar,Kampen,640
85 tot 90 jaar,Kapelle,207
85 tot 90 jaar,Katwijk,757
85 tot 90 jaar,Kerkrade,840
85 tot 90 jaar,Koggenland,277
85 tot 90 jaar,Kollumerland en Nieuwkruisland,152
85 tot 90 jaar,Korendijk,143
85 tot 90 jaar,Krimpen aan den IJssel,565
85 tot 90 jaar,Krimpenerwaard,798
85 tot 90 jaar,Laarbeek,300
85 tot 90 jaar,Landerd,220
85 tot 90 jaar,Landgraaf,622
85 tot 90 jaar,Landsmeer,157
85 tot 90 jaar,Langedijk,311
85 tot 90 jaar,Lansingerland,628
85 tot 90 jaar,Laren (NH.),391
85 tot 90 jaar,Leek,289
85 tot 90 jaar,Leerdam,325
85 tot 90 jaar,Leeuwarden,1571
85 tot 90 jaar,Leeuwarderadeel,153
85 tot 90 jaar,Leiden,1338
85 tot 90 jaar,Leiderdorp,494
85 tot 90 jaar,Leidschendam-Voorburg,1525
85 tot 90 jaar,Lelystad,587
85 tot 90 jaar,Leudal,612
85 tot 90 jaar,Leusden,443
85 tot 90 jaar,Lingewaal,139
85 tot 90 jaar,Lingewaard,591
85 tot 90 jaar,Lisse,375
85 tot 90 jaar,Littenseradiel,131
85 tot 90 jaar,Lochem,727
85 tot 90 jaar,Loon op Zand,335
85 tot 90 jaar,Lopik,126
85 tot 90 jaar,Loppersum,133
85 tot 90 jaar,Losser,334
85 tot 90 jaar,Maasdriel,303
85 tot 90 jaar,Maasgouw,422
85 tot 90 jaar,Maassluis,516
85 tot 90 jaar,Maastricht,2114
85 tot 90 jaar,De Marne,145
85 tot 90 jaar,Marum,118
85 tot 90 jaar,Medemblik,504
85 tot 90 jaar,Meerssen,368
85 tot 90 jaar,Meierijstad,1065
85 tot 90 jaar,Menameradiel,171
85 tot 90 jaar,Menterwolde,114
85 tot 90 jaar,Meppel,486
85 tot 90 jaar,Middelburg (Z.),828
85 tot 90 jaar,Midden-Delfland,312
85 tot 90 jaar,Midden-Drenthe,560
85 tot 90 jaar,Mill en Sint Hubert,183
85 tot 90 jaar,Moerdijk,519
85 tot 90 jaar,Molenwaard,332
85 tot 90 jaar,Montferland,518
85 tot 90 jaar,Montfoort,137
85 tot 90 jaar,Mook en Middelaar,130
85 tot 90 jaar,Neder-Betuwe,264
85 tot 90 jaar,Nederweert,244
85 tot 90 jaar,Neerijnen,144
85 tot 90 jaar,Nieuwegein,589
85 tot 90 jaar,Nieuwkoop,334
85 tot 90 jaar,Nijkerk,498
85 tot 90 jaar,Nijmegen,1903
85 tot 90 jaar,Nissewaard,1095
85 tot 90 jaar,Noord-Beveland,138
85 tot 90 jaar,Noordenveld,592
85 tot 90 jaar,Noordoostpolder,542
85 tot 90 jaar,Noordwijk,396
85 tot 90 jaar,Noordwijkerhout,239
85 tot 90 jaar,Nuenen,
85 tot 90 jaar,Nunspeet,418
85 tot 90 jaar,Nuth,303
85 tot 90 jaar,Oegstgeest,464
85 tot 90 jaar,Oirschot,296
85 tot 90 jaar,Oisterwijk,494
85 tot 90 jaar,Oldambt,669
85 tot 90 jaar,Oldebroek,298
85 tot 90 jaar,Oldenzaal,517
85 tot 90 jaar,Olst-Wijhe,302
85 tot 90 jaar,Ommen,307
85 tot 90 jaar,Onderbanken,121
85 tot 90 jaar,Oost Gelre,458
85 tot 90 jaar,Oosterhout,811
85 tot 90 jaar,Ooststellingwerf,431
85 tot 90 jaar,Oostzaan,142
85 tot 90 jaar,Opmeer,133
85 tot 90 jaar,Opsterland,496
85 tot 90 jaar,Oss,1245
85 tot 90 jaar,Oud-Beijerland,346
85 tot 90 jaar,Oude IJsselstreek,661
85 tot 90 jaar,Ouder-Amstel,247
85 tot 90 jaar,Oudewater,131
85 tot 90 jaar,Overbetuwe,517
85 tot 90 jaar,Papendrecht,473
85 tot 90 jaar,Peel en Maas,605
85 tot 90 jaar,Pekela,194
85 tot 90 jaar,Pijnacker-Nootdorp,562
85 tot 90 jaar,Purmerend,1205
85 tot 90 jaar,Putten,391
85 tot 90 jaar,Raalte,611
85 tot 90 jaar,Reimerswaal,341
85 tot 90 jaar,Renkum,744
85 tot 90 jaar,Renswoude,45
85 tot 90 jaar,Reusel-De Mierden,163
85 tot 90 jaar,Rheden,1076
85 tot 90 jaar,Rhenen,329
85 tot 90 jaar,Ridderkerk,943
85 tot 90 jaar,Rijnwaarden,139
85 tot 90 jaar,Rijssen-Holten,593
85 tot 90 jaar,Rijswijk (ZH.),1171
85 tot 90 jaar,Roerdalen,384
85 tot 90 jaar,Roermond,819
85 tot 90 jaar,De Ronde Venen,616
85 tot 90 jaar,Roosendaal,1140
85 tot 90 jaar,Rotterdam,8450
85 tot 90 jaar,Rozendaal,40
85 tot 90 jaar,Rucphen,278
85 tot 90 jaar,Schagen,684
85 tot 90 jaar,Scherpenzeel,126
85 tot 90 jaar,Schiedam,1192
85 tot 90 jaar,Schiermonnikoog,13
85 tot 90 jaar,Schinnen,228
85 tot 90 jaar,Schouwen-Duiveland,680
85 tot 90 jaar,Simpelveld,187
85 tot 90 jaar,Sint Anthonis,211
85 tot 90 jaar,Sint-Michielsgestel,412
85 tot 90 jaar,Sittard-Geleen,1698
85 tot 90 jaar,Sliedrecht,434
85 tot 90 jaar,Slochteren,174
85 tot 90 jaar,Sluis,555
85 tot 90 jaar,Smallingerland,841
85 tot 90 jaar,Soest,814
85 tot 90 jaar,Someren,266
85 tot 90 jaar,Son en Breugel,341
85 tot 90 jaar,Stadskanaal,626
85 tot 90 jaar,Staphorst,193
85 tot 90 jaar,Stede Broec,236
85 tot 90 jaar,Steenbergen,361
85 tot 90 jaar,Steenwijkerland,679
85 tot 90 jaar,Stein (L.),436
85 tot 90 jaar,Stichtse Vecht,813
85 tot 90 jaar,Strijen,120
85 tot 90 jaar,Súdwest-Fryslân,1250
85 tot 90 jaar,Terneuzen,1022
85 tot 90 jaar,Terschelling,73
85 tot 90 jaar,Texel,203
85 tot 90 jaar,Teylingen,610
85 tot 90 jaar,Tholen,343
85 tot 90 jaar,Tiel,482
85 tot 90 jaar,Tilburg,2546
85 tot 90 jaar,Tubbergen,293
85 tot 90 jaar,Twenterand,429
85 tot 90 jaar,Tynaarlo,693
85 tot 90 jaar,Tytsjerksteradiel,553
85 tot 90 jaar,Uden,570
85 tot 90 jaar,Uitgeest,169
85 tot 90 jaar,Uithoorn,436
85 tot 90 jaar,Urk,108
85 tot 90 jaar,Utrecht (gemeente),2673
85 tot 90 jaar,Utrechtse Heuvelrug,1098
85 tot 90 jaar,Vaals,198
85 tot 90 jaar,Valkenburg aan de Geul,359
85 tot 90 jaar,Valkenswaard,610
85 tot 90 jaar,Veendam,431
85 tot 90 jaar,Veenendaal,815
85 tot 90 jaar,Veere,376
85 tot 90 jaar,Veldhoven,732
85 tot 90 jaar,Velsen,1248
85 tot 90 jaar,Venlo,1650
85 tot 90 jaar,Venray,561
85 tot 90 jaar,Vianen,274
85 tot 90 jaar,Vlaardingen,1379
85 tot 90 jaar,Vlagtwedde,320
85 tot 90 jaar,Vlieland,12
85 tot 90 jaar,Vlissingen,814
85 tot 90 jaar,Voerendaal,219
85 tot 90 jaar,Voorschoten,551
85 tot 90 jaar,Voorst,432
85 tot 90 jaar,Vught,447
85 tot 90 jaar,Waalre,365
85 tot 90 jaar,Waalwijk,704
85 tot 90 jaar,Waddinxveen,388
85 tot 90 jaar,Wageningen,545
85 tot 90 jaar,Wassenaar,674
85 tot 90 jaar,Waterland,280
85 tot 90 jaar,Weert,819
85 tot 90 jaar,Weesp,324
85 tot 90 jaar,Werkendam,332
85 tot 90 jaar,West Maas en Waal,288
85 tot 90 jaar,Westerveld,402
85 tot 90 jaar,Westervoort,172
85 tot 90 jaar,Westland,1444
85 tot 90 jaar,Weststellingwerf,469
85 tot 90 jaar,Westvoorne,307
85 tot 90 jaar,Wierden,356
85 tot 90 jaar,Wijchen,481
85 tot 90 jaar,Wijdemeren,432
85 tot 90 jaar,Wijk bij Duurstede,239
85 tot 90 jaar,Winsum,194
85 tot 90 jaar,Winterswijk,530
85 tot 90 jaar,Woensdrecht,281
85 tot 90 jaar,Woerden,642
85 tot 90 jaar,De Wolden,459
85 tot 90 jaar,Wormerland,221
85 tot 90 jaar,Woudenberg,182
85 tot 90 jaar,Woudrichem,210
85 tot 90 jaar,Zaanstad,1875
85 tot 90 jaar,Zaltbommel,342
85 tot 90 jaar,Zandvoort,335
85 tot 90 jaar,Zederik,173
85 tot 90 jaar,Zeewolde,173
85 tot 90 jaar,Zeist,1201
85 tot 90 jaar,Zevenaar,518
85 tot 90 jaar,Zoetermeer,1368
85 tot 90 jaar,Zoeterwoude,117
85 tot 90 jaar,Zuidhorn,203
85 tot 90 jaar,Zuidplas,487
85 tot 90 jaar,Zundert,388
85 tot 90 jaar,Zutphen,696
85 tot 90 jaar,Zwartewaterland,242
85 tot 90 jaar,Zwijndrecht,817
85 tot 90 jaar,Zwolle,1535
85 tot 90 jaar,Niet-gemeentelijk ingedeeld, 
90 tot 95 jaar,Aa en Hunze,160
90 tot 95 jaar,Aalburg,68
90 tot 95 jaar,Aalsmeer,173
90 tot 95 jaar,Aalten,173
90 tot 95 jaar,Achtkarspelen,134
90 tot 95 jaar,Alblasserdam,141
90 tot 95 jaar,Albrandswaard,131
90 tot 95 jaar,Alkmaar,626
90 tot 95 jaar,Almelo,403
90 tot 95 jaar,Almere,482
90 tot 95 jaar,Alphen aan den Rijn,517
90 tot 95 jaar,Alphen-Chaam,51
90 tot 95 jaar,Ameland,29
90 tot 95 jaar,Amersfoort,879
90 tot 95 jaar,Amstelveen,817
90 tot 95 jaar,Amsterdam,3214
90 tot 95 jaar,Apeldoorn,1065
90 tot 95 jaar,Appingedam,108
90 tot 95 jaar,Arnhem,821
90 tot 95 jaar,Assen,421
90 tot 95 jaar,Asten,78
90 tot 95 jaar,Baarle-Nassau,39
90 tot 95 jaar,Baarn,217
90 tot 95 jaar,Barendrecht,217
90 tot 95 jaar,Barneveld,294
90 tot 95 jaar,Bedum,53
90 tot 95 jaar,Beek (L.),80
90 tot 95 jaar,Beemster,58
90 tot 95 jaar,Beesel,87
90 tot 95 jaar,Bellingwedde,91
90 tot 95 jaar,Berg en Dal,268
90 tot 95 jaar,Bergeijk,81
90 tot 95 jaar,Bergen (L.),69
