"","Totale stemmen","VVD","CDA","PVV","D66","SP","GL","PvdA","CU","50+","PvdD","SGP","FvD","DENK"
"Nuth",10114,0.195372750642674,0.1815305517105,0.18528771999209,0.0947201898358711,0.128633577219695,0.0638718607870279,0.04063674115088,0.00405378683013644,0.0505240261024323,0.0306505833498121,0.00138421989321732,0.0228396282380858,0.000494364247577615
"Oegstgeest",15023,0.30160420688278,0.103840777474539,0.0702922185981495,0.201956999267789,0.0404047127737469,0.102975437662251,0.0681621513679025,0.0309525394395261,0.0207015908939626,0.0340810756839513,0.00432669906143913,0.0171071024429209,0.00359448845104174
"Oirschot",12093,0.283221698503266,0.1970561481849,0.125940626808898,0.106011742330274,0.122881005540395,0.0510212519639461,0.0377077648226247,0.00620193500372116,0.0321673695526338,0.0180269577441495,0.0023153890680559,0.0171173406102704,0.000330769866865129
"Oisterwijk",16603,0.311208817683551,0.146840932361621,0.112509787387821,0.126121785219539,0.104258266578329,0.0778774920195145,0.0384870204179967,0.00770945009937963,0.032704932843462,0.0233090405348431,0.00126483165692947,0.0142142986207312,0.00349334457628139
"Oldambt",23674,0.137703810087015,0.101883923291375,0.191137957252682,0.0775956745797077,0.197769705161781,0.0724423418095801,0.0933935963504266,0.0358621272281828,0.0402128917800118,0.0281321280729915,0.0047731688772493,0.0185857903184929,0.000506885190504351
"Oldebroek",14653,0.12495734661844,0.195386610250461,0.121135603630656,0.0439500443595168,0.053026683955504,0.0267522009144885,0.0330990240906299,0.205964648877363,0.0219750221797584,0.0111922473213676,0.150344639323006,0.0118747014263291,0.000341227052480721
"Oldenzaal",20516,0.232842659387795,0.208471436927276,0.123074673425619,0.13062975238838,0.106550984597387,0.0658023006434003,0.0477675960226165,0.00804250341197114,0.0257847533632287,0.0171085981672841,0.00136478845778904,0.0162312341587054,0.0163287190485475
"Olst-Wijhe",11699,0.21702709633302,0.206940764167878,0.0951363364390119,0.117616890332507,0.0930848790494914,0.0800923155825284,0.0846226173177195,0.0228224634584152,0.0344473886656979,0.0274382425848363,0.00598341738610138,0.00982989999145226,0.00495768869134114
"Ommen",11558,0.180134971448347,0.32349887523793,0.080982869008479,0.0870392801522755,0.0628136355770895,0.0422218376881813,0.0410970756186191,0.111524485205053,0.0237930437792006,0.0146219069043087,0.0180827132721924,0.013929745630732,0.000259560477591279
"Onderbanken",5016,0.156499202551834,0.146132376395534,0.25219298245614,0.0833333333333333,0.158692185007974,0.0635964912280702,0.0303030303030303,0.00538277511961723,0.0488437001594896,0.0311004784688995,0.00179425837320574,0.0205342902711324,0.00159489633173844
"Oost Gelre",19403,0.25011596144926,0.246353656651033,0.0911199299077462,0.119362985105396,0.109003762304798,0.0576714940988507,0.0474153481420399,0.00587538009586146,0.0386022779982477,0.0152553728804824,0.00200999845384734,0.0134515281142091,0.00376230479822708
"Oosterhout",33205,0.258424936003614,0.119018220147568,0.165968980575215,0.115524770365909,0.107935551874718,0.0731215178436982,0.0446920644481253,0.00942629122120163,0.0351754253877428,0.0234302062942328,0.00108417407017016,0.0166842343020629,0.0295136274657431
"Ooststellingwerf",16173,0.173004390032771,0.169789154764113,0.135781858653311,0.0920051938415878,0.120571322574661,0.080380881716441,0.0876769925183949,0.04136523836023,0.0345637791380696,0.0339454646633278,0.00840907685648921,0.02201199530081,0.000494651579793483
"Oostzaan",6294,0.286304416904989,0.0672068636796949,0.176993962503972,0.105815061963775,0.0686367969494757,0.0786463298379409,0.078805211312361,0.0170003177629488,0.0451223387353035,0.0413091833492215,0.00428979980934223,0.0251032729583731,0.00476644423260248
"Opmeer",7194,0.317764804003336,0.156936335835418,0.113288851820962,0.13108145676953,0.0640811787600778,0.0670002780094523,0.0497636919655268,0.00917431192660551,0.0398943564081179,0.024603836530442,0.00236308034473172,0.0237698081734779,0.000278009452321379
"Opsterland",18805,0.173943100239298,0.169901621909067,0.0953469821855889,0.100292475405477,0.12129752725339,0.0856155277851635,0.0986971550119649,0.0742887529912257,0.0266418505716565,0.0257910130284499,0.01419835150226,0.0135070459984047,0.000478596118053709
"Oss",54943,0.210090457383106,0.144568006843456,0.166700034581293,0.0985202846586462,0.174999544982982,0.062737746391715,0.0402599057204739,0.00582421782574668,0.0319603953187849,0.0204211637515243,0.000764428589629252,0.0154705785996396,0.0276832353530022
"Oud-Beijerland",15661,0.240469957218568,0.117872421939851,0.143541280888832,0.0988442628184663,0.0644914117872422,0.057276036013026,0.0523593640252857,0.0526786284400741,0.0294361790434838,0.0272013281399655,0.0905433880339697,0.0242002426409552,0.00108549901028031
"Oude IJsselstreek",25134,0.223044481578738,0.187276199570303,0.1210710591231,0.109612477122623,0.135036205936182,0.0611920108219941,0.0541099705578101,0.0148404551603406,0.0352112676056338,0.0199729450147211,0.00250656481260444,0.0114585820004774,0.0246677806954723
"Ouder-Amstel",8319,0.27707657170333,0.100132227431182,0.0879913451135954,0.172015867291742,0.048924149537204,0.105541531434067,0.0806587330207958,0.0187522538766679,0.0346195456184638,0.0393076090876307,0.0102175742276716,0.0186320471210482,0.00613054453660296
"Oudewater",6617,0.302856279280641,0.187849478615687,0.114855674777089,0.0979295753362551,0.0433731298171377,0.0539519419676591,0.0337010729938038,0.0541030678555236,0.0246335197219284,0.021459876076772,0.0448843886957836,0.0176817288801572,0.00272026598156264
"Overbetuwe",29878,0.24964857085481,0.152051676819064,0.123134078586251,0.136488386103488,0.0902001472655466,0.0743691010107772,0.0499364080594417,0.0303233148135752,0.0288506593480153,0.0250686123569181,0.0203828904210456,0.0156302296003749,0.00391592476069349
"Papendrecht",20317,0.229020032485111,0.133533494118226,0.150022148939312,0.0883004380567997,0.0797361815228626,0.0637889452182901,0.0496628439238076,0.0663975980705813,0.0369148988531771,0.0249052517596102,0.044937736870601,0.0222473790421814,0.0105330511394399
"Peel en Maas",26780,0.225728155339806,0.236258401792382,0.166952949962659,0.0942867811799851,0.106011949215833,0.0482076176250934,0.0306572068707991,0.00365944734876774,0.0449215832710978,0.0181478715459298,0.00153099327856609,0.0182972367438387,0.00533980582524272
"Pekela",7291,0.104923878754629,0.102043615416267,0.24564531614319,0.0510218077081333,0.243999451378412,0.0571938005760527,0.0842134137978329,0.0282540117953641,0.0368948018104512,0.0223563297215745,0.00685776985324373,0.0145384720888767,0.00205733095597312
"Pijnacker-Nootdorp",31949,0.30605026761401,0.128767723559423,0.13731259194341,0.138470687658456,0.0485148204951642,0.0716141350277004,0.0460734295283107,0.0310181852327146,0.0244765094369151,0.0279820964662431,0.00791887070017841,0.0236940123321544,0.00810667000532098
"Purmerend",47581,0.224606460561989,0.0804102477879826,0.193165339105946,0.113637796599483,0.0924738866354217,0.0877871419263992,0.0674428868666064,0.0145226035602446,0.0519955444400076,0.0370946386162544,0.00187049452512558,0.0233706731678611,0.0116222862066791
"Putten",15979,0.222792415044746,0.210776644345704,0.114900807309594,0.0511921897490456,0.0387383440766005,0.0294761874960886,0.0230928093122223,0.136554227423493,0.0217785843920145,0.0153952062081482,0.119907378434195,0.0130170849239627,0.00237812128418549
"Raalte",24339,0.246024898311352,0.292205924647685,0.0764205595957106,0.117547968281359,0.0808989687333087,0.0593286494925839,0.0458934220797896,0.0173795143596697,0.0327457989235384,0.0132297958009779,0.0025062656641604,0.0115452565840832,0.00427297752578167
"Reimerswaal",13106,0.141919731420723,0.11864794750496,0.128643369449107,0.038074164504807,0.0621852586601557,0.0238058904318633,0.0325041965511979,0.0530291469555929,0.0226613764687929,0.0158705936212422,0.342133374027163,0.0152601861742713,0.00526476423012361
"Renkum",20816,0.240247886241353,0.121252882398155,0.0902671022290546,0.169004611837048,0.0706667947732513,0.11716948501153,0.0705707148347425,0.027815142198309,0.0251729438893159,0.0436683320522675,0.00600499615680246,0.013739431206764,0.00441967717140661
"Renswoude",3230,0.207430340557276,0.219504643962848,0.112383900928793,0.038390092879257,0.0318885448916409,0.0191950464396285,0.0164086687306502,0.0897832817337461,0.0219814241486068,0.0139318885448916,0.207430340557276,0.0207430340557276,0.000928792569659443
"Reusel-De Mierden",7954,0.25924063364345,0.201910988182047,0.139175257731959,0.094417902941916,0.144832788534071,0.0451345235101836,0.0349509680663817,0.00490319336183053,0.0416142821222027,0.0186069901936133,0.00176012069399044,0.0132009052049283,0.000251445813427206
"Rheden",28148,0.207083984652551,0.109812420065369,0.125373028279096,0.142674435128606,0.112157169248259,0.101890009947421,0.0773056700298423,0.026431718061674,0.0271067216143243,0.0408910046894984,0.00468949836578087,0.0131448060252949,0.0114395338922836
"Rhenen",12455,0.202408671216379,0.126294660778804,0.133520674427941,0.0879967884383782,0.0492171818546768,0.0610196708149338,0.0463267763950221,0.0588518667201927,0.0246487354476114,0.0203934162986752,0.160738659173023,0.018627057406664,0.00995584102769972
"Ridderkerk",28762,0.187226201237744,0.12029761490856,0.183332174396774,0.0758987553021348,0.0776371601418538,0.0552117377094778,0.0469716987692094,0.0586885473889159,0.0439121062513038,0.0265628259509074,0.086676865308393,0.0230164800778805,0.0145678325568458
"Rijnwaarden",6730,0.215007429420505,0.142347696879643,0.194502228826152,0.0973254086181278,0.142347696879643,0.0554234769687964,0.0459138187221397,0.00936106983655275,0.0515601783060921,0.0242199108469539,0.00178306092124814,0.0193164933135215,0.000891530460624071
"Rijssen-Holten",24776,0.147158540523087,0.203543752018082,0.0934775589279948,0.0511785598966742,0.0463755247013239,0.0277688085243784,0.03269292864062,0.113981272198902,0.0179205682918954,0.00940426218921537,0.238093316112367,0.0122295770100097,0.00617533096545044
"Rijswijk",30176,0.227067868504772,0.0999138388123012,0.182496023329799,0.133019618239661,0.0665760869565217,0.0910657476139979,0.0580593849416755,0.0205792682926829,0.0385737009544008,0.0388056733828208,0.00377783669141039,0.022932131495228,0.0171328207847296
"Roerdalen",12794,0.182976395185243,0.166875097702048,0.237924026887604,0.0897295607315929,0.114975769892137,0.0533062372987338,0.0368141316241988,0.00539315304048773,0.0579959355948101,0.0284508363295295,0.00125058621228701,0.0221979052680944,0.00211036423323433
"Roermond",32456,0.190072713827952,0.120378358392901,0.190072713827952,0.110796154794183,0.115633473009613,0.07995439980281,0.0408245008627064,0.00699408429874291,0.041070988415085,0.0329368991865911,0.000831895489277791,0.0277914715306877,0.0426423465614986
"De Ronde Venen",28080,0.33230056980057,0.139636752136752,0.117307692307692,0.12232905982906,0.0416666666666667,0.0682336182336182,0.0431267806267806,0.0325498575498575,0.0288817663817664,0.0289173789173789,0.0158831908831909,0.0217948717948718,0.00737179487179487
"Roosendaal",45131,0.238173317675212,0.127296093594204,0.181183665329818,0.0951895592829762,0.107841616627152,0.0908023309920011,0.0388424807781791,0.00808756730407037,0.0360949236666593,0.02217987635993,0.0015731980235315,0.0166404466996078,0.0360949236666593
"Rotterdam",315550,0.169171288226905,0.0596197116146411,0.160858817936936,0.135278085881794,0.0850261448264934,0.119128505783553,0.0653684043733164,0.024154650610046,0.0343368721280304,0.039987323720488,0.00736174932657265,0.0182316590080811,0.0814767865631437
"Rozendaal",1102,0.413793103448276,0.104355716878403,0.0553539019963702,0.178765880217786,0.015426497277677,0.0771324863883848,0.058983666061706,0.0217785843920145,0.0190562613430127,0.0362976406533575,0.00453720508166969,0.014519056261343,0
"Rucphen",13741,0.197802197802198,0.114620478858889,0.392693399315916,0.0524707080998472,0.102685394076123,0.0331853576886689,0.0274361400189215,0.00480314387599156,0.0409722727603522,0.0163015792154865,0.000582199257695946,0.0157921548650025,0.00065497416490794
"Schagen",29618,0.309575258288878,0.11969072861098,0.110237018029577,0.123505976095618,0.0803903031940036,0.0821459923019785,0.0663110270781282,0.0121885339995948,0.03575528394895,0.0342359376055102,0.00226213788912148,0.0230603011682085,0.00064150178945236
"Scherpenzeel",6212,0.228267868641339,0.170476497102382,0.114616870573084,0.0540888602704443,0.034771410173857,0.0254346426271732,0.0268834513844173,0.0903090792015454,0.0175466838377334,0.00998068254990341,0.206213779781069,0.0198003863490019,0.00160978750804894
"Schiedam",41235,0.172668849278526,0.0793985691766703,0.20223111434461,0.102073481265915,0.0971989814477992,0.0835212804656239,0.0581302291742452,0.0171213774705954,0.04323996604826,0.0338789862980478,0.00511701224687765,0.0216806111313205,0.0837395416515096
"Schiermonnikoog",990,0.209090909090909,0.139393939393939,0.0525252525252525,0.127272727272727,0.0797979797979798,0.150505050505051,0.103030303030303,0.0505050505050505,0.0121212121212121,0.0585858585858586,0.00808080808080808,0.00909090909090909,0
"Schinnen",8644,0.179083757519667,0.182322998611754,0.16670522906062,0.11568718186025,0.130957889865803,0.0683711244794077,0.0394493290143452,0.00798241554835724,0.0512494215640907,0.0354002776492365,0.002313743637205,0.0196668209162425,0.000809810273021749
"Schouwen-Duiveland",22671,0.247585020510785,0.134665431608663,0.126681663799568,0.0780733095143576,0.0806316439504212,0.0519606545807419,0.054783644303295,0.0469763133518592,0.0311411053769132,0.0318909620219664,0.0947907017776013,0.0206431123461691,0.000176436857659565
"Simpelveld",6613,0.160139119915318,0.174504763344927,0.228338121881143,0.0880084681687585,0.149856343565704,0.0579162256162105,0.0453651897777106,0.00408286707999395,0.0477846665658551,0.0281264176621806,0.00105852109481325,0.0143656434296083,0.000453651897777106
"Sint Anthonis",7861,0.233812492049358,0.263325276682356,0.087520671670271,0.0870118305559089,0.203282025187635,0.0473222236356698,0.0268413687825976,0.00470678030784887,0.0190815417885765,0.0150108128736802,0.00267141585040071,0.00915914005851673,0.00025442055718102
"Sint-Michielsgestel",18106,0.264387495857727,0.155804705622446,0.13144813873854,0.130785375013808,0.122500828454656,0.0722964763061968,0.0456202363857285,0.00751132221363084,0.0288854523362421,0.0235833425383851,0.0009941455870982,0.0152435656688391,0.000938915276703855
"Sittard-Geleen",57228,0.156287132173062,0.15043335430209,0.211697071363668,0.107115398056895,0.131491577549451,0.0799608583211016,0.0428112112951702,0.00677989795205144,0.0479660306143846,0.0348256098413364,0.000733906479345775,0.0199377926888935,0.0099601593625498
"Sliedrecht",15157,0.159068417232962,0.131292472125091,0.131820281058257,0.059312528864551,0.0804908623078446,0.0434782608695652,0.0471729234017286,0.108992544698819,0.0289635152074949,0.021904070726397,0.158210727716567,0.0150425545952365,0.0142508411954872
"Slochteren",9429,0.168628698695514,0.132569731678863,0.115388694453282,0.0976773783009863,0.139357301940821,0.0829356241382967,0.0824053452115813,0.0934351468872627,0.0314985682468979,0.0285290062572913,0.012938805811857,0.0143175310213172,0.000318167356029271
"Sluis",13506,0.262401895453872,0.139271434917814,0.170664889678661,0.0764104842292315,0.108174144824522,0.0549385458314823,0.073745002221235,0.0169554272175329,0.0393899007848364,0.0268769435806308,0.0138456982082038,0.0168813860506442,0.000444247001332741
"Smallingerland",34890,0.145457151046145,0.173344797936371,0.114130123244483,0.0917168243049584,0.127400401261106,0.0802522212668386,0.0889366580682144,0.0927199770707939,0.0278303238750358,0.0258240183433649,0.0143307537976498,0.0160217827457724,0.00203496703926627
"Soest",29358,0.292083929422985,0.116288575516043,0.117480754819811,0.129606921452415,0.0501396552898699,0.0795013284283671,0.0446556304925404,0.0365488112269228,0.0275904353157572,0.0337897676953471,0.0163839498603447,0.0174398801008243,0.0384903603787724
"Someren",12023,0.279298012143392,0.195375530233719,0.159943441736671,0.0899941778258338,0.114696831073775,0.0434167844963819,0.0318556100806787,0.0051567828329036,0.0462446976628129,0.0168011311652666,0.00149713049987524,0.0143890875821342,0.00133078266655577
"Son en Breugel",10565,0.298816848083294,0.161097964978703,0.107430194036914,0.139233317557974,0.085281590156176,0.0713677236157123,0.0423095125414103,0.0119261713203975,0.0351159488878372,0.0294368196876479,0.0016090866067203,0.0152389966871746,0.00113582584003786
"Stadskanaal",19280,0.119813278008299,0.172095435684647,0.163381742738589,0.0631742738589212,0.16856846473029,0.0513485477178423,0.0757780082987552,0.0967323651452282,0.0384854771784232,0.0178941908713693,0.0144709543568465,0.0178941908713693,0.000363070539419087
"Staphorst",10730,0.102050326188257,0.176421248835042,0.0844361602982293,0.0287977632805219,0.0260950605778192,0.019757688723206,0.0206896551724138,0.165051258154706,0.0126747437092265,0.0103448275862069,0.341006523765144,0.0126747437092265,0
"Stede Broec",13167,0.256930204298625,0.138907875749981,0.151742993848257,0.108832687780056,0.103364471785524,0.0669856459330144,0.0538467380572644,0.013290802764487,0.0473912052859421,0.0290878711931344,0.00394926710716184,0.0217969165337586,0.00387331966279335
"Steenbergen",14346,0.250871323016869,0.127561689669594,0.231562804963056,0.0811375993308239,0.110623170221665,0.0478182071657605,0.0370138017565872,0.0151261675728426,0.0423114456991496,0.0221664575491426,0.0127561689669594,0.020144988150007,0.000906175937543566
"Steenwijkerland",28023,0.211397780394676,0.194161938407736,0.123291581914856,0.0893551725368447,0.0934946294115548,0.0580951361381722,0.0723691253613103,0.0698711772472612,0.0326160653748706,0.023302287406773,0.012454055597188,0.0148806337651215,0.00471041644363559
"Stein",16376,0.167867611138251,0.143380556912555,0.231069858329262,0.0906204201270151,0.148571079628725,0.0616756228627259,0.034990229604299,0.00488519785051295,0.0610649731314118,0.0313263312164143,0.00146555935515388,0.0208842208109428,0.00219833903273083
"Stichtse Vecht",40895,0.283188653869666,0.117104780535518,0.129502384154542,0.138770020784937,0.0577821249541509,0.0797897053429515,0.05174226678078,0.0327912947793129,0.0314952928230835,0.0306638953417288,0.0201980682234992,0.0181684802543098,0.00880303215552023
"Strijen",5898,0.245676500508647,0.148185825703628,0.163106137673788,0.0834181078331638,0.0720583248558833,0.050186503899627,0.0534079348931841,0.051881993896236,0.0318752119362496,0.0313665649372669,0.0384876229230248,0.0301797219396406,0.000169548999660902
"Súdwest-Fryslân",53255,0.192432635433293,0.233217538259318,0.108327856539292,0.0969674208994461,0.0992958407661252,0.0778330673176228,0.0730447845272744,0.0393202516195662,0.0273026006947704,0.0263073889775608,0.0054267204957281,0.0186461365130035,0.00187775795699934
"Terneuzen",30348,0.18564650059312,0.139844470805325,0.176321339132727,0.08214709371293,0.110353235798076,0.0577962303940952,0.0567747462765256,0.0476802425201002,0.0446816923685251,0.0233293792012653,0.041419533412416,0.0168709634901806,0.0171345722947146
"Terschelling",3650,0.276164383561644,0.115890410958904,0.0945205479452055,0.123287671232877,0.0676712328767123,0.0917808219178082,0.119178082191781,0.0213698630136986,0.0268493150684932,0.0394520547945205,0.00246575342465753,0.0210958904109589,0.000273972602739726
"Texel",9812,0.275580921320832,0.133509987770077,0.0981451284141867,0.116591928251121,0.0821443130860171,0.102221769262128,0.0790868324500612,0.0214023644516918,0.0276192417448023,0.0380146759070526,0.00733795352629433,0.0182429677945373,0.000101916021198532
"Teylingen",23324,0.325587377808266,0.137969473503687,0.103498542274052,0.149245412450695,0.0522637626479163,0.0767021094151946,0.0423169267707083,0.0219516377979763,0.0321128451380552,0.0276967930029155,0.00398730920939804,0.0225090036014406,0.00415880637969473
"Tholen",15860,0.154791929382093,0.119924337957125,0.156052963430013,0.0448928121059269,0.0808322824716267,0.0309583858764187,0.0390920554854981,0.064249684741488,0.0264186633039092,0.0174653215636822,0.245712484237074,0.0162673392181589,0.00334174022698613
"Tiel",23934,0.229297234060333,0.0968914514916019,0.174605164201554,0.103576502047297,0.0873652544497368,0.0828110637586697,0.0613353388485,0.0212668170803042,0.0377287540737027,0.0284532464276761,0.00839809476059163,0.022979861285201,0.0452912175148325
"Tilburg",118920,0.203531786074672,0.0939623276152035,0.138496468213925,0.150546585940128,0.1156912209889,0.121560713084427,0.0481500168180289,0.00841742347796838,0.0329885637403296,0.0356205852674067,0.00147157753111335,0.0161705348133199,0.0333921964345779
"Tubbergen",13682,0.235491887151001,0.420187107148078,0.116868878818886,0.0711153340154948,0.0546703698289724,0.0273351849144862,0.0229498611314135,0.00548165472884081,0.0208302879695951,0.00869755883642742,0.00277737172927935,0.0135214149978073,7.30887297178775e-05
"Twenterand",20851,0.142247374226656,0.297347849024028,0.157642319313222,0.0510766869694499,0.0967819289242722,0.0282480456572826,0.0341470433072754,0.096062538966956,0.0274806963694787,0.0102632967243777,0.0468562658865282,0.0116061579780346,0.000239796652438732
"Tynaarlo",22105,0.23899570232979,0.113503732187288,0.0796652341099299,0.153856593530875,0.0841890974892558,0.11241800497625,0.0986654603030988,0.0446052929201538,0.0259217371635377,0.0317575209228681,0.00316670436552816,0.0128477719972857,0.000407147704139335
"Tytsjerksteradiel",20493,0.151222368613673,0.248816669106524,0.108134484946079,0.0882252476455375,0.103937930024887,0.0744644512760455,0.0786122090469916,0.0658761528326746,0.0271800126872591,0.0249353437759235,0.0114185331576636,0.0169326111355097,0.000243985751232128
"Uden",25602,0.255605030856964,0.157253339582845,0.129052417779861,0.117959534411374,0.146707288493086,0.0642137333020858,0.0401921724865245,0.00566362002968518,0.0291383485665182,0.0231622529489884,0.000859307866572924,0.0162096711194438,0.0139832825560503
"Uitgeest",8802,0.308452624403545,0.111338332197228,0.0979322881163372,0.143944558054988,0.0781640536241763,0.0925925925925926,0.0645307884571688,0.011474664848898,0.0306748466257669,0.0336287207452852,0.00181776868893433,0.0238582140422631,0.00159054760281754
"Uithoorn",17817,0.320873323230622,0.102261884716843,0.128304428354942,0.129090194757816,0.0608407700510748,0.0767806027950833,0.0546107649997194,0.0162765897738115,0.0409159791210641,0.0332266936072291,0.00331144412639614,0.0221137116237301,0.0113936128416681
"Urk",11674,0.017988692821655,0.14390954257324,0.111701216378277,0.00496830563645708,0.0066815144766147,0.00248415281822854,0.00162754839814973,0.117868768202844,0.00471132431043344,0.00188452972417338,0.568357032722289,0.0170464279595683,0.000770943978070927
"Utrecht",204806,0.172104332880873,0.0555501303672744,0.0740066208997783,0.226770700077146,0.0488022811831685,0.205526205286954,0.0587385135201117,0.0267863246193959,0.014413640225384,0.0462974717537572,0.0032762712029921,0.0118648867708954,0.0558626212122692
"Utrechtse Heuvelrug",32406,0.270258594087515,0.124205394062828,0.0918348453990002,0.14407825711288,0.0514719496389558,0.0967722026785163,0.0526137135098439,0.0412577917669567,0.0244399185336049,0.0365055853854225,0.0400234524470777,0.0171264580633216,0.00941183731407764
"Vaals",4647,0.168495803744351,0.153001936733376,0.212825478803529,0.0809124166128685,0.142457499462018,0.0677856681730148,0.0553044975252851,0.00645577792123951,0.0520766085646654,0.0374435119431892,0.000860770389498601,0.021519259737465,0.000860770389498601
"Valkenburg aan de Geul",11012,0.208318198329096,0.167362876861606,0.182709771158736,0.112876861605521,0.104976389393389,0.069197239375227,0.0406828913912096,0.00780966218670541,0.0484017435524882,0.0323283690519433,0.00108972030512169,0.0229749364329822,0.0012713403559753
"Valkenswaard",19636,0.247759217763292,0.149062945610104,0.162354858423304,0.104451008352007,0.129608881645956,0.062487268282746,0.04496842534121,0.00952332450600937,0.0463434508046445,0.0236300672234671,0.00117131798737014,0.0176716235485842,0.000967610511305765
"Veendam",16823,0.141472983415562,0.101171015871129,0.168281519348511,0.0927896332402069,0.193306782381264,0.0703203946977352,0.094572906140403,0.0302561968733282,0.0395292159543482,0.0256791297628247,0.00404208524044463,0.0199132140521905,0.0186649230220531
"Veenendaal",40046,0.186410627778055,0.145382809768766,0.117090346101983,0.0745642511112221,0.0602806772211956,0.0519152974079808,0.0317884432902163,0.137791539729311,0.0244468860810068,0.0147829995505169,0.104929331269041,0.016031563701743,0.0345852269889627
"Veere",14979,0.228519927899059,0.170972695106482,0.0783096334868816,0.0799786367581281,0.0612190399893184,0.0541424661192336,0.0528072635022365,0.0582815942319247,0.0240336471059483,0.028373055611189,0.145470325121837,0.0176246745443621,0.000267040523399426
"Veldhoven",27769,0.253700169253484,0.139292016277144,0.14519788253088,0.122654758903814,0.133134070366236,0.0688897691670568,0.042277359645648,0.0123158918218157,0.0383161078900933,0.024919874680399,0.00176455760020166,0.0157369728834312,0.00180056897979762
"Velsen",41877,0.243833130357953,0.089237528953841,0.165890584330301,0.129808725553406,0.0823124865678057,0.0809274780905987,0.0619671896267641,0.023712300308045,0.042815865510901,0.0367027246459871,0.00291329369343554,0.0256942951978413,0.0141843971631206
"Venlo",57159,0.195927150579961,0.128886089679665,0.204202312846621,0.101068948022184,0.122535383754089,0.0723945485400374,0.0399762067216011,0.00577336902325093,0.0470092198953796,0.025472803932889,0.00118966391994262,0.0216938714813065,0.0338704316030721
"Venray",26100,0.222145593869732,0.181647509578544,0.128659003831418,0.1127969348659,0.163409961685824,0.0606513409961686,0.0396551724137931,0.00670498084291188,0.0319157088122605,0.0165134099616858,0.00172413793103448,0.0147892720306513,0.0193869731800766
"Vianen",12319,0.233054631057716,0.135238249857943,0.158616770841789,0.110398571312607,0.0737072814351814,0.0706226154720351,0.0598262846010228,0.0316584138322916,0.0352301323159347,0.028654923289228,0.0288984495494764,0.017371539897719,0.0167221365370566
"Vlaardingen",42228,0.190300274699252,0.0990101354551482,0.186345552713839,0.0976840011366866,0.0960736951785545,0.0735767737046509,0.0589182532916548,0.0282513971772284,0.0409917590224496,0.0326323766221464,0.0156057592118973,0.0229942218433267,0.0576157999431657
"Vlagtwedde",9930,0.150251762336354,0.160221550855992,0.190030211480363,0.0666666666666667,0.166163141993958,0.0566968781470292,0.0758308157099698,0.0324269889224572,0.0455186304128902,0.0311178247734139,0.00835850956696878,0.016515609264854,0.000201409869083585
"Vlieland",854,0.297423887587822,0.0796252927400468,0.0843091334894614,0.162763466042155,0.0714285714285714,0.110070257611241,0.0737704918032787,0.0245901639344262,0.0351288056206089,0.040983606557377,0.0105386416861827,0.00936768149882904,0
"Vlissingen",25529,0.185710368600415,0.105605389948686,0.158603940616554,0.0989462963688354,0.123741627169102,0.0835520388577696,0.0665909357985037,0.0325512162638568,0.0472795644169376,0.0392886521211172,0.0198597673234361,0.0227584315876063,0.0155117709271809
"Voerendaal",8432,0.193904174573055,0.17469165085389,0.169354838709677,0.119425996204934,0.132234345351044,0.0632115749525617,0.0460151802656546,0.0071157495256167,0.0468453510436433,0.0290559772296015,0.000592979127134725,0.0157732447817837,0.00177893738140417
"Voorschoten",16271,0.301825333415279,0.11609612193473,0.098580296232561,0.167783172515518,0.0519328867309938,0.0932948190031344,0.0613975785139205,0.0234773523446623,0.020834613729949,0.0352774875545449,0.00319586995267654,0.0198512691291254,0.00645319894290455
"Voorst",15833,0.274111033916503,0.186951304237984,0.0912019200404219,0.12593949346302,0.0880439588201857,0.0601907408577023,0.0633487020779385,0.0197688372386787,0.03435861807617,0.0201477925851071,0.019010926545822,0.0132634371249921,0.00366323501547401
"Vught",16693,0.295513089318876,0.111543760857845,0.0944707362367459,0.164799616605763,0.104774456358953,0.0936320613430779,0.0546935841370634,0.00910561313125262,0.0255795842568741,0.029173905229737,0.00161744443778829,0.0136584196968789,0.00143772838914515
"Waalre",11009,0.296393859569443,0.136524661640476,0.10582250885639,0.15033154691616,0.0900172586065946,0.0746661822145517,0.0445090380597693,0.0134435461894813,0.0339722045599055,0.0333363611590517,0.00199836497411209,0.0181669543101099,0.000817512943954946
"Waalwijk",28270,0.25178634594977,0.1326494517156,0.161372479660417,0.0951185001768659,0.112486735054828,0.0597806862398302,0.0368588609833746,0.02610541209763,0.0412097629996463,0.0234170498761938,0.0203042094092678,0.01726211531659,0.0216483905199858
"Waddinxveen",17013,0.219773114677012,0.136307529536237,0.125080820548992,0.0948098512901899,0.055898430611885,0.0575442308822665,0.0443778287192147,0.0933403867630635,0.0327396696643743,0.0207488391230236,0.0838770352083701,0.017868688649856,0.0176335743255158
"Wageningen",23338,0.138486588396606,0.0793984060330791,0.0607592767160854,0.235024423686691,0.0718999057331391,0.203959208158368,0.076056217327963,0.0481617962121861,0.0161967606478704,0.0445625160682149,0.00998371754220584,0.0115691147484789,0.00394206872911132
"Wassenaar",15014,0.421673105101905,0.122752098041828,0.116491274810177,0.112828027174637,0.0338350872518982,0.04942054082856,0.0333022512321833,0.0143199680298388,0.0239110163847076,0.0315705341681098,0.00466231517250566,0.0328360197149327,0.0023977620887172
