Muni,VVD,CDA,PVV,D66,SP,GL,PvdA,CU,X50PLUS,PvdD,SGP,FvD,DENK,Urban_index,High_edu_perc,Mean_income,Dutch_perc,West_perc,Non_west_perc,Non_west,Perc_60plus
Nuth,0.195372751,0.181530552,0.18528772,0.09472019,0.128633577,0.063871861,0.040636741,0.004053787,0.050524026,0.030650583,0.00138422,0.022839628,0.000494364,0.473546702,0.3,25.9,0.87,0.11,0.03,1,0.154263313
Oegstgeest,0.301604207,0.103840777,0.070292219,0.201956999,0.040404713,0.102975438,0.068162151,0.030952539,0.020701591,0.034081076,0.004326699,0.017107102,0.003594488,2.633629818,0.45,34,0.77,0.15,0.08,2,0.122204338
Oirschot,0.283221699,0.197056148,0.125940627,0.106011742,0.122881006,0.051021252,0.037707765,0.006201935,0.03216737,0.018026958,0.002315389,0.017117341,0.00033077,0.70972973,0.26,27.6,0.93,0.05,0.03,1,0.140440024
Oisterwijk,0.311208818,0.146840932,0.112509787,0.126121785,0.104258267,0.077877492,0.03848702,0.00770945,0.032704933,0.023309041,0.001264832,0.014214299,0.003493345,1.464148034,0.33,28.4,0.89,0.06,0.05,2,0.134947563
Oldambt,0.13770381,0.101883923,0.191137957,0.077595675,0.197769705,0.072442342,0.093393596,0.035862127,0.040212892,0.028132128,0.004773169,0.01858579,0.000506885,1.039087093,0.16,21.6,0.89,0.07,0.03,1,0.147895455
Oldebroek,0.124957347,0.19538661,0.121135604,0.043950044,0.053026684,0.026752201,0.033099024,0.205964649,0.021975022,0.011192247,0.150344639,0.011874701,0.000341227,0.896818573,0.18,24.1,0.95,0.03,0.02,1,0.122678019
Oldenzaal,0.232842659,0.208471437,0.123074673,0.130629752,0.106550985,0.065802301,0.047767596,0.008042503,0.025784753,0.017108598,0.001364788,0.016231234,0.016328719,2.177132146,0.27,24.7,0.85,0.08,0.08,2,0.135349622
Olst-Wijhe,0.217027096,0.206940764,0.095136336,0.11761689,0.093084879,0.080092316,0.084622617,0.022822463,0.034447389,0.027438243,0.005983417,0.0098299,0.004957689,0.503064067,0.26,25.3,0.92,0.04,0.03,1,0.137884947
Ommen,0.180134971,0.323498875,0.080982869,0.08703928,0.062813636,0.042221838,0.041097076,0.111524485,0.023793044,0.014621907,0.018082713,0.013929746,0.00025956,0.653736452,0.22,25.2,0.93,0.05,0.03,1,0.139353146
Onderbanken,0.156499203,0.146132376,0.252192982,0.083333333,0.158692185,0.063596491,0.03030303,0.005382775,0.0488437,0.031100478,0.001794258,0.02053429,0.001594896,0.567430025,0.2,23.8,0.8,0.17,0.03,1,0.155880483
Oost Gelre,0.250115961,0.246353657,0.09111993,0.119362985,0.109003762,0.057671494,0.047415348,0.00587538,0.038602278,0.015255373,0.002009998,0.013451528,0.003762305,1.050286871,0.23,25,0.92,0.05,0.03,1,0.137848417
Oosterhout,0.258424936,0.11901822,0.165968981,0.11552477,0.107935552,0.073121518,0.044692064,0.009426291,0.035175425,0.023430206,0.001084174,0.016684234,0.029513627,2.225233474,0.27,25.9,0.81,0.09,0.11,3,0.138213318
Ooststellingwerf,0.17300439,0.169789155,0.135781859,0.092005194,0.120571323,0.080380882,0.087676993,0.041365238,0.034563779,0.033945465,0.008409077,0.022011995,0.000494652,0.48297456,0.2,22.9,0.93,0.04,0.02,1,0.146319499
Oostzaan,0.286304417,0.067206864,0.176993963,0.105815062,0.068636797,0.07864633,0.078805211,0.017000318,0.045122339,0.041309183,0.0042898,0.025103273,0.004766444,1.54507772,0.28,28.2,0.87,0.06,0.07,2,0.122358061
Opmeer,0.317764804,0.156936336,0.113288852,0.131081457,0.064081179,0.067000278,0.049763692,0.009174312,0.039894356,0.024603837,0.00236308,0.023769808,0.000278009,0.619089317,0.25,25.9,0.93,0.05,0.03,1,0.137127846
Opsterland,0.1739431,0.169901622,0.095346982,0.100292475,0.121297527,0.085615528,0.098697155,0.074288753,0.026641851,0.025791013,0.014198352,0.013507046,0.000478596,0.360026918,0.2,24.2,0.94,0.04,0.03,1,0.133555421
Oss,0.210090457,0.144568007,0.166700035,0.098520285,0.174999545,0.062737746,0.040259906,0.005824218,0.031960395,0.020421164,0.000764429,0.015470579,0.027683235,1.909060737,0.26,25,0.82,0.08,0.09,2,0.127235107
Oud-Beijerland,0.240469957,0.117872422,0.143541281,0.098844263,0.064491412,0.057276036,0.052359364,0.052678628,0.029436179,0.027201328,0.090543388,0.024200243,0.001085499,2.168609492,0.26,27.3,0.9,0.06,0.04,1,0.130876535
Oude IJsselstreek,0.223044482,0.1872762,0.121071059,0.109612477,0.135036206,0.061192011,0.054109971,0.014840455,0.035211268,0.019972945,0.002506565,0.011458582,0.024667781,0.857215062,0.24,23.5,0.87,0.07,0.06,2,0.143196522
Ouder-Amstel,0.277076572,0.100132227,0.087991345,0.172015867,0.04892415,0.105541531,0.080658733,0.018752254,0.034619546,0.039307609,0.010217574,0.018632047,0.006130545,1.825633383,0.36,31.5,0.75,0.12,0.12,3,0.136969968
Oudewater,0.302856279,0.187849479,0.114855675,0.097929575,0.04337313,0.053951942,0.033701073,0.054103068,0.02463352,0.021459876,0.044884389,0.017681729,0.002720266,1.217647059,0.27,28.3,0.92,0.05,0.04,1,0.127613625
Overbetuwe,0.249648571,0.152051677,0.123134079,0.136488386,0.090200147,0.074369101,0.049936408,0.030323315,0.028850659,0.025068612,0.02038289,0.01563023,0.003915925,1.136737708,0.3,26.1,0.89,0.07,0.04,1,0.124150736
Papendrecht,0.229020032,0.133533494,0.150022149,0.088300438,0.079736182,0.063788945,0.049662844,0.066397598,0.036914899,0.024905252,0.044937737,0.022247379,0.010533051,2.737608426,0.28,26.4,0.83,0.08,0.09,2,0.1243342
Peel en Maas,0.225728155,0.236258402,0.16695295,0.094286781,0.106011949,0.048207618,0.030657207,0.003659447,0.044921583,0.018147872,0.001530993,0.018297237,0.005339806,0.734948097,0.2,24.9,0.89,0.07,0.04,1,0.142408933
Pekela,0.104923879,0.102043615,0.245645316,0.051021808,0.243999451,0.057193801,0.084213414,0.028254012,0.036894802,0.02235633,0.00685777,0.014538472,0.002057331,0.484824281,0.16,20.8,0.9,0.06,0.04,1,0.139090836
Pijnacker-Nootdorp,0.306050268,0.128767724,0.137312592,0.138470688,0.04851482,0.071614135,0.04607343,0.031018185,0.024476509,0.027982096,0.007918871,0.023694012,0.00810667,2.409039119,0.37,29.3,0.8,0.08,0.12,3,0.094936949
Purmerend,0.224606461,0.080410248,0.193165339,0.113637797,0.092473887,0.087787142,0.067442887,0.014522604,0.051995544,0.037094639,0.001870495,0.023370673,0.011622286,3.185912674,0.23,24.8,0.75,0.09,0.17,3,0.121134021
Putten,0.222792415,0.210776644,0.114900807,0.05119219,0.038738344,0.029476187,0.023092809,0.136554227,0.021778584,0.015395206,0.119907378,0.013017085,0.002378121,1.340155546,0.29,25.9,0.92,0.05,0.03,1,0.118634354
Raalte,0.246024898,0.292205925,0.07642056,0.117547968,0.080898969,0.059328649,0.045893422,0.017379514,0.032745799,0.013229796,0.002506266,0.011545257,0.004272978,0.829856407,0.24,25.1,0.94,0.03,0.03,1,0.137589075
Reimerswaal,0.141919731,0.118647948,0.128643369,0.038074165,0.062185259,0.02380589,0.032504197,0.053029147,0.022661376,0.015870594,0.342133374,0.015260186,0.005264764,0.636404293,0.17,24.5,0.87,0.09,0.04,1,0.102120236
Renkum,0.240247886,0.121252882,0.090267102,0.169004612,0.070666795,0.117169485,0.070570715,0.027815142,0.025172944,0.043668332,0.006004996,0.013739431,0.004419677,1.294904459,0.4,28.4,0.85,0.1,0.05,2,0.148864324
Renswoude,0.207430341,0.219504644,0.112383901,0.038390093,0.031888545,0.019195046,0.016408669,0.089783282,0.021981424,0.013931889,0.207430341,0.020743034,0.000928793,0.594911937,0.28,27,0.94,0.04,0.02,1,0.104881396
Reusel-De Mierden,0.259240634,0.201910988,0.139175258,0.094417903,0.144832789,0.045134524,0.034950968,0.004903193,0.041614282,0.01860699,0.001760121,0.013200905,0.000251446,0.707751938,0.31,25.9,0.91,0.06,0.02,1,0.148590022
Rheden,0.207083985,0.10981242,0.125373028,0.142674435,0.112157169,0.10189001,0.07730567,0.026431718,0.027106722,0.040891005,0.004689498,0.013144806,0.011439534,2.169110907,0.3,25.2,0.84,0.09,0.07,2,0.134631687
Rhenen,0.202408671,0.126294661,0.133520674,0.087996788,0.049217182,0.061019671,0.046326776,0.058851867,0.024648735,0.020393416,0.160738659,0.018627057,0.009955841,1.087710352,0.28,26.3,0.89,0.06,0.05,2,0.123488289
Ridderkerk,0.187226201,0.120297615,0.183332174,0.075898755,0.07763716,0.055211738,0.046971699,0.058688547,0.043912106,0.026562826,0.086676865,0.02301648,0.014567833,2.547676723,0.24,25.3,0.82,0.08,0.1,3,0.136165433
Rijnwaarden,0.215007429,0.142347697,0.194502229,0.097325409,0.142347697,0.055423477,0.045913819,0.00936107,0.051560178,0.024219911,0.001783061,0.019316493,0.00089153,0.35174954,0.14,23,0.88,0.09,0.03,1,0.158219683
Rijssen-Holten,0.147158541,0.203543752,0.093477559,0.05117856,0.046375525,0.027768809,0.032692929,0.113981272,0.017920568,0.009404262,0.238093316,0.012229577,0.006175331,1.717820479,0.2,24.7,0.92,0.03,0.05,2,0.106547666
Roerdalen,0.182976395,0.166875098,0.237924027,0.089729561,0.11497577,0.053306237,0.036814132,0.005393153,0.057995936,0.028450836,0.001250586,0.022197905,0.002110364,0.276195075,0.24,25.2,0.83,0.14,0.03,1,0.167826087
Roermond,0.190072714,0.120378358,0.190072714,0.110796155,0.115633473,0.0799544,0.040824501,0.006994084,0.041070988,0.032936899,0.000831895,0.027791472,0.042642347,2.099303136,0.29,23.6,0.71,0.15,0.14,3,0.134187141
Roosendaal,0.238173318,0.127296094,0.181183665,0.095189559,0.107841617,0.090802331,0.038842481,0.008087567,0.036094924,0.022179876,0.001573198,0.016640447,0.036094924,2.445250745,0.24,24.7,0.76,0.11,0.14,3,0.131695243
Rotterdam,0.169171288,0.059619712,0.160858818,0.135278086,0.085026145,0.119128506,0.065368404,0.024154651,0.034336872,0.039987324,0.007361749,0.018231659,0.081476787,3.546490191,0.31,22.9,0.5,0.12,0.38,3,0.099125516
Rozendaal,0.413793103,0.104355717,0.055353902,0.17876588,0.015426497,0.077132486,0.058983666,0.021778584,0.019056261,0.036297641,0.004537205,0.014519056,0,1.253333333,,41.6,0.85,0.1,0.05,2,0.139519359
Rucphen,0.197802198,0.114620479,0.392693399,0.052470708,0.102685394,0.033185358,0.02743614,0.004803144,0.040972273,0.016301579,0.000582199,0.015792155,0.000654974,0.909131603,0.21,24.7,0.91,0.06,0.03,1,0.149429403
Schagen,0.309575258,0.119690729,0.110237018,0.123505976,0.080390303,0.082145992,0.066311027,0.012188534,0.035755284,0.034235938,0.002262138,0.023060301,0.000641502,0.988744589,0.26,25.6,0.89,0.07,0.04,1,0.145281753
Scherpenzeel,0.228267869,0.170476497,0.114616871,0.05408886,0.03477141,0.025434643,0.026883451,0.090309079,0.017546684,0.009980683,0.20621378,0.019800386,0.001609788,1.318556701,0.28,25.6,0.93,0.04,0.03,1,0.10706925
Schiedam,0.172668849,0.079398569,0.202231114,0.102073481,0.097198981,0.08352128,0.058130229,0.017121377,0.043239966,0.033878986,0.005117012,0.021680611,0.083739542,3.635966602,0.19,23.1,0.59,0.12,0.29,3,0.114622678
Schiermonnikoog,0.209090909,0.139393939,0.052525253,0.127272727,0.07979798,0.150505051,0.103030303,0.050505051,0.012121212,0.058585859,0.008080808,0.009090909,0,0,,23.9,0.91,0.07,0.02,1,0.164718385
Schinnen,0.179083758,0.182322999,0.166705229,0.115687182,0.13095789,0.068371124,0.039449329,0.007982416,0.051249422,0.035400278,0.002313744,0.019666821,0.00080981,0.49382716,0.34,26,0.84,0.13,0.03,1,0.155396017
Schouwen-Duiveland,0.247585021,0.134665432,0.126681664,0.07807331,0.080631644,0.051960655,0.054783644,0.046976313,0.031141105,0.031890962,0.094790702,0.020643112,0.000176437,0.552561445,0.22,26.2,0.91,0.07,0.03,1,0.15365023
Simpelveld,0.16013912,0.174504763,0.228338122,0.088008468,0.149856344,0.057916226,0.04536519,0.004082867,0.047784667,0.028126418,0.001058521,0.014365643,0.000453652,0.830812854,0.22,24.1,0.82,0.16,0.02,1,0.151925078
Sint-Michielsgestel,0.264387496,0.155804706,0.131448139,0.130785375,0.122500828,0.072296476,0.045620236,0.007511322,0.028885452,0.023583343,0.000994146,0.015243566,0.000938915,0.758656873,0.3,28.1,0.92,0.05,0.03,1,0.132941506
Sint Anthonis,0.233812492,0.263325277,0.087520672,0.087011831,0.203282025,0.047322224,0.026841369,0.00470678,0.019081542,0.015010813,0.002671416,0.00915914,0.000254421,0.191544435,0.18,26.3,0.94,0.04,0.02,1,0.136967397
Sittard-Geleen,0.156287132,0.150433354,0.211697071,0.107115398,0.131491578,0.079960858,0.042811211,0.006779898,0.047966031,0.03482561,0.000733906,0.019937793,0.009960159,2.047894568,0.25,23.8,0.78,0.15,0.07,2,0.144954404
Sliedrecht,0.159068417,0.131292472,0.131820281,0.059312529,0.080490862,0.043478261,0.047172923,0.108992545,0.028963515,0.021904071,0.158210728,0.015042555,0.014250841,2.423030788,0.21,24.6,0.86,0.05,0.09,2,0.112745882
Slochteren,0.168628699,0.132569732,0.115388694,0.097677378,0.139357302,0.082935624,0.082405345,0.093435147,0.031498568,0.028529006,0.012938806,0.014317531,0.000318167,0.002713704,0.27,25,0.94,0.04,0.02,1,0.140734206
Sluis,0.262401895,0.139271435,0.17066489,0.076410484,0.108174145,0.054938546,0.073745002,0.016955427,0.039389901,0.026876944,0.013845698,0.016881386,0.000444247,0.4306847,0.28,24.9,0.73,0.24,0.03,1,0.159861358
Smallingerland,0.145457151,0.173344798,0.114130123,0.091716824,0.127400401,0.080252221,0.088936658,0.092719977,0.027830324,0.025824018,0.014330754,0.016021783,0.002034967,1.831747172,0.25,23,0.89,0.05,0.05,2,0.122506509
Soest,0.292083929,0.116288576,0.117480755,0.129606921,0.050139655,0.079501328,0.04465563,0.036548811,0.027590435,0.033789768,0.01638395,0.01743988,0.03849036,2.197035745,0.35,28.6,0.79,0.09,0.12,3,0.133430701
Someren,0.279298012,0.19537553,0.159943442,0.089994178,0.114696831,0.043416784,0.03185561,0.005156783,0.046244698,0.016801131,0.00149713,0.014389088,0.001330783,0.892857143,0.2,25.2,0.91,0.07,0.02,1,0.124921202
Son en Breugel,0.298816848,0.161097965,0.107430194,0.139233318,0.08528159,0.071367724,0.042309513,0.011926171,0.035115949,0.02943682,0.001609087,0.015238997,0.001135826,0.838244137,0.35,29.7,0.88,0.08,0.04,1,0.10742211
Stadskanaal,0.119813278,0.172095436,0.163381743,0.063174274,0.168568465,0.051348548,0.075778008,0.096732365,0.038485477,0.017894191,0.014470954,0.017894191,0.000363071,1.062926224,0.17,21.5,0.92,0.05,0.03,1,0.135092397
Staphorst,0.102050326,0.176421249,0.08443616,0.028797763,0.026095061,0.019757689,0.020689655,0.165051258,0.012674744,0.010344828,0.341006524,0.012674744,0,0.386458957,0.18,24.5,0.96,0.02,0.02,1,0.09789707
Stede Broec,0.256930204,0.138907876,0.151742994,0.108832688,0.103364472,0.066985646,0.053846738,0.013290803,0.047391205,0.029087871,0.003949267,0.021796917,0.00387332,1.845083488,0.19,24.6,0.88,0.08,0.05,2,0.135579065
Steenbergen,0.250871323,0.12756169,0.231562805,0.081137599,0.11062317,0.047818207,0.037013802,0.015126168,0.042311446,0.022166458,0.012756169,0.020144988,0.000906176,0.95494368,0.22,24.8,0.86,0.1,0.03,1,0.137004589
Steenwijkerland,0.21139778,0.194161938,0.123291582,0.089355173,0.093494629,0.058095136,0.072369125,0.069871177,0.032616065,0.023302287,0.012454056,0.014880634,0.004710416,0.740450989,0.22,23.6,0.92,0.04,0.04,1,0.135886577
Stichtse Vecht,0.283188654,0.117104781,0.129502384,0.138770021,0.057782125,0.079789705,0.051742267,0.032791295,0.031495293,0.030663895,0.020198068,0.01816848,0.008803032,1.750349108,0.34,29.4,0.82,0.09,0.09,2,0.135608999
Strijen,0.245676501,0.148185826,0.163106138,0.083418108,0.072058325,0.050186504,0.053407935,0.051881994,0.031875212,0.031366565,0.038487623,0.030179722,0.000169549,0.718678815,0.22,27.2,0.92,0.05,0.03,1,0.142857143
Ten Boer,0.110856428,0.177536987,0.082308814,0.086684726,0.133986247,0.109814545,0.085226089,0.123984163,0.0268806,0.030214628,0.020004168,0.012294228,0.000208377,0.528120713,0.27,24.7,0.93,0.04,0.03,1,0.137486279
Terneuzen,0.185646501,0.139844471,0.176321339,0.082147094,0.110353236,0.05779623,0.056774746,0.047680243,0.044681692,0.023329379,0.041419533,0.016870963,0.017134572,1.119985345,0.2,24.5,0.74,0.18,0.07,2,0.142265699
Terschelling,0.276164384,0.115890411,0.094520548,0.123287671,0.067671233,0.091780822,0.119178082,0.021369863,0.026849315,0.039452055,0.002465753,0.02109589,0.000273973,0,0.23,25.9,0.93,0.05,0.02,1,0.140563902
Texel,0.275580921,0.133509988,0.098145128,0.116591928,0.082144313,0.102221769,0.079086832,0.021402364,0.027619242,0.038014676,0.007337954,0.018242968,0.000101916,0.782865583,0.28,24.3,0.9,0.07,0.03,1,0.160354374
Teylingen,0.325587378,0.137969474,0.103498542,0.149245412,0.052263763,0.076702109,0.042316927,0.021951638,0.032112845,0.027696793,0.003987309,0.022509004,0.004158806,2.303878116,0.33,29.8,0.85,0.09,0.06,2,0.115424043
Tholen,0.154791929,0.119924338,0.156052963,0.044892812,0.080832282,0.030958386,0.039092055,0.064249685,0.026418663,0.017465322,0.245712484,0.016267339,0.00334174,0.556991774,0.16,24,0.91,0.05,0.03,1,0.115798958
Tiel,0.229297234,0.096891451,0.174605164,0.103576502,0.087365254,0.082811064,0.061335339,0.021266817,0.037728754,0.028453246,0.008398095,0.022979861,0.045291218,2.075421687,0.21,24.3,0.75,0.09,0.16,3,0.119166988
Tilburg,0.203531786,0.093962328,0.138496468,0.150546586,0.115691221,0.121560713,0.048150017,0.008417423,0.032988564,0.035620585,0.001471578,0.016170535,0.033392196,3.066180253,0.31,23.4,0.74,0.11,0.16,3,0.108150456
Tubbergen,0.235491887,0.420187107,0.116868879,0.071115334,0.05467037,0.027335185,0.022949861,0.005481655,0.020830288,0.008697559,0.002777372,0.013521415,7.31E-05,0.210302457,0.23,25.5,0.95,0.03,0.01,1,0.12324493
Twenterand,0.142247374,0.297347849,0.157642319,0.051076687,0.096781929,0.028248046,0.034147043,0.096062539,0.027480696,0.010263297,0.046856266,0.011606158,0.000239797,0.663220089,0.2,22.9,0.95,0.03,0.02,1,0.120224553
Tynaarlo,0.238995702,0.113503732,0.079665234,0.153856594,0.084189097,0.112418005,0.09866546,0.044605293,0.025921737,0.031757521,0.003166704,0.012847772,0.000407148,0.557692308,0.35,27.7,0.92,0.05,0.03,1,0.140174279
Tytsjerksteradiel,0.151222369,0.248816669,0.108134485,0.088225248,0.10393793,0.074464451,0.078612209,0.065876153,0.027180013,0.024935344,0.011418533,0.016932611,0.000243986,0.468710889,0.25,23.9,0.94,0.03,0.03,1,0.138785471
Uden,0.255605031,0.15725334,0.129052418,0.117959534,0.146707288,0.064213733,0.040192172,0.00566362,0.029138349,0.023162253,0.000859308,0.016209671,0.013983283,1.930642823,0.28,25.5,0.84,0.09,0.08,2,0.131355113
Uitgeest,0.308452624,0.111338332,0.097932288,0.143944558,0.078164054,0.092592593,0.064530788,0.011474665,0.030674847,0.033628721,0.001817769,0.023858214,0.001590548,1.723830735,0.26,27.8,0.88,0.07,0.05,2,0.116747122
Uithoorn,0.320873323,0.102261885,0.128304428,0.129090195,0.06084077,0.076780603,0.054610765,0.01627659,0.040915979,0.033226694,0.003311444,0.022113712,0.011393613,2.182876712,0.32,27.5,0.76,0.12,0.12,3,0.107051128
Urk,0.017988693,0.143909543,0.111701216,0.004968306,0.006681514,0.002484153,0.001627548,0.117868768,0.004711324,0.00188453,0.568357033,0.017046428,0.000770944,1.704253215,0.17,24,0.97,0.01,0.02,1,0.066963403
Utrecht (gemeente),0.172104333,0.05555013,0.074006621,0.2267707,0.048802281,0.205526205,0.058738514,0.026786325,0.01441364,0.046297472,0.003276271,0.011864887,0.055862621,3.478807136,0.53,26.3,0.66,0.11,0.22,3,0.070878445
Utrechtse Heuvelrug,0.270258594,0.124205394,0.091834845,0.144078257,0.05147195,0.096772203,0.052613714,0.041257792,0.024439919,0.036505585,0.040023452,0.017126458,0.009411837,1.115212072,0.39,30.2,0.85,0.08,0.07,2,0.130315081
Vaals,0.168495804,0.153001937,0.212825479,0.080912417,0.142457499,0.067785668,0.055304498,0.006455778,0.052076609,0.037443512,0.00086077,0.02151926,0.00086077,1.461380021,0.21,22.2,0.5,0.45,0.05,2,0.164366632
Valkenburg aan de Geul,0.208318198,0.167362877,0.182709771,0.112876862,0.104976389,0.069197239,0.040682891,0.007809662,0.048401744,0.032328369,0.00108972,0.022974936,0.00127134,0.71107056,0.26,25.3,0.86,0.11,0.03,1,0.157907543
Valkenswaard,0.247759218,0.149062946,0.162354858,0.104451008,0.129608882,0.062487268,0.044968425,0.009523325,0.046343451,0.023630067,0.001171318,0.017671624,0.000967611,2.105832241,0.21,25.3,0.86,0.09,0.04,1,0.142286014
Veendam,0.141472983,0.101171016,0.168281519,0.092789633,0.193306782,0.070320395,0.094572906,0.030256197,0.039529216,0.02567913,0.004042085,0.019913214,0.018664923,1.479476934,0.22,22.2,0.88,0.05,0.07,2,0.139935336
Veenendaal,0.186410628,0.14538281,0.117090346,0.074564251,0.060280677,0.051915297,0.031788443,0.13779154,0.024446886,0.014783,0.104929331,0.016031564,0.034585227,2.952240199,0.28,24.8,0.82,0.06,0.12,3,0.115780139
Veere,0.228519928,0.170972695,0.078309633,0.079978637,0.06121904,0.054142466,0.052807264,0.058281594,0.024033647,0.028373056,0.145470325,0.017624675,0.000267041,0.250684932,0.22,26.7,0.91,0.06,0.02,1,0.160730594
Veldhoven,0.253700169,0.139292016,0.145197883,0.122654759,0.13313407,0.068889769,0.04227736,0.012315892,0.038316108,0.024919875,0.001764558,0.015736973,0.001800569,2.489604292,0.34,27,0.84,0.1,0.06,2,0.129930239
Velsen,0.24383313,0.089237529,0.165890584,0.129808726,0.082312487,0.080927478,0.06196719,0.0237123,0.042815866,0.036702725,0.002913294,0.025694295,0.014184397,2.749778172,0.25,25.8,0.82,0.09,0.09,2,0.122524734
Venlo,0.195927151,0.12888609,0.204202313,0.101068948,0.122535384,0.072394549,0.039976207,0.005773369,0.04700922,0.025472804,0.001189664,0.021693871,0.033870432,2.316612249,0.23,23.3,0.73,0.16,0.12,3,0.135574268
Venray,0.222145594,0.18164751,0.128659004,0.112796935,0.163409962,0.060651341,0.039655172,0.006704981,0.031915709,0.01651341,0.001724138,0.014789272,0.019386973,1.412993572,0.25,24.7,0.8,0.11,0.09,2,0.133088488
Vianen,0.233054631,0.13523825,0.158616771,0.110398571,0.073707281,0.070622615,0.059826285,0.031658414,0.035230132,0.028654923,0.02889845,0.01737154,0.016722137,1.289553753,0.27,26.5,0.84,0.06,0.1,3,0.130212032
Vlaardingen,0.190300275,0.099010135,0.186345553,0.097684001,0.096073695,0.073576774,0.058918253,0.028251397,0.040991759,0.032632377,0.015605759,0.022994222,0.0576158,3.570833333,0.22,23.6,0.71,0.09,0.2,3,0.125585078
Vlagtwedde,0.150251762,0.160221551,0.190030211,0.066666667,0.166163142,0.056696878,0.075830816,0.032426989,0.04551863,0.031117825,0.00835851,0.016515609,0.00020141,0.296040226,0.22,22,0.91,0.05,0.04,1,0.156839326
Vlieland,0.297423888,0.079625293,0.084309133,0.162763466,0.071428571,0.110070258,0.073770492,0.024590164,0.035128806,0.040983607,0.010538642,0.009367681,0,0,,24.8,0.89,0.09,0.02,1,0.114285714
Vlissingen,0.185710369,0.10560539,0.158603941,0.098946296,0.123741627,0.083552039,0.066590936,0.032551216,0.047279564,0.039288652,0.019859767,0.022758432,0.015511771,2.795541545,0.19,23.1,0.75,0.14,0.11,3,0.139185476
Voerendaal,0.193904175,0.174691651,0.169354839,0.119425996,0.132234345,0.063211575,0.04601518,0.00711575,0.046845351,0.029055977,0.000592979,0.015773245,0.001778937,0.498797113,0.33,26.8,0.86,0.11,0.03,1,0.161531054
Voorschoten,0.301825333,0.116096122,0.098580296,0.167783173,0.051932887,0.093294819,0.061397579,0.023477352,0.020834614,0.035277488,0.00319587,0.019851269,0.006453199,2.651916239,0.37,30.9,0.79,0.13,0.09,2,0.130357496
Voorst,0.274111034,0.186951304,0.09120192,0.125939493,0.088043959,0.060190741,0.063348702,0.019768837,0.034358618,0.020147793,0.019010927,0.013263437,0.003663235,0.716646014,0.27,26.3,0.92,0.05,0.03,1,0.148642506
Vught,0.295513089,0.111543761,0.094470736,0.164799617,0.104774456,0.093632061,0.054693584,0.009105613,0.025579584,0.029173905,0.001617444,0.01365842,0.001437728,1.935828877,0.4,29.9,0.87,0.09,0.04,1,0.129091395
Waalre,0.29639386,0.136524662,0.105822509,0.150331547,0.090017259,0.074666182,0.044509038,0.013443546,0.033972205,0.033336361,0.001998365,0.018166954,0.000817513,1.05443787,0.36,31.3,0.85,0.1,0.05,2,0.1294236
Waalwijk,0.251786346,0.132649452,0.16137248,0.0951185,0.112486735,0.059780686,0.036858861,0.026105412,0.041209763,0.02341705,0.020304209,0.017262115,0.021648391,1.82071293,0.24,24.9,0.83,0.09,0.08,2,0.131638895
Waddinxveen,0.219773115,0.13630753,0.125080821,0.094809851,0.055898431,0.057544231,0.044377829,0.093340387,0.03273967,0.020748839,0.083877035,0.017868689,0.017633574,2.278070836,0.27,26.7,0.84,0.07,0.08,2,0.133064516
Wageningen,0.138486588,0.079398406,0.060759277,0.235024424,0.071899906,0.203959208,0.076056217,0.048161796,0.016196761,0.044562516,0.009983718,0.011569115,0.003942069,2.716328653,0.45,25.3,0.74,0.14,0.12,3,0.096130844
Wassenaar,0.421673105,0.122752098,0.116491275,0.112828027,0.033835087,0.049420541,0.033302251,0.014319968,0.023911016,0.031570534,0.004662315,0.03283602,0.002397762,2.074856046,0.39,39.3,0.67,0.22,0.11,3,0.128228747
Waterland,0.25945396,0.143208411,0.117941326,0.125826692,0.063252501,0.096320163,0.076649144,0.017975242,0.030608784,0.037985416,0.003476344,0.025945396,0.001356622,0.87854251,0.28,29.6,0.88,0.07,0.05,2,0.151359167
Weert,0.219454251,0.148249579,0.17801168,0.111822351,0.120467219,0.058237371,0.037450094,0.006863101,0.047909724,0.022800013,0.001121853,0.02336094,0.024251823,1.798104074,0.24,24.8,0.79,0.11,0.1,3,0.13406221
Weesp,0.235202357,0.096975474,0.104948436,0.159112575,0.071669989,0.12193431,0.069503423,0.015165959,0.039778144,0.038911517,0.004159806,0.015252622,0.027385389,2.562966916,0.34,26.9,0.74,0.11,0.15,3,0.126233268
Werkendam,0.199524376,0.185255648,0.156302021,0.058680143,0.072294887,0.036563615,0.034244946,0.073840666,0.026218787,0.016646849,0.124435196,0.015338882,0.000653983,0.744878957,0.18,26.5,0.94,0.04,0.03,1,0.127589033
West Maas en Waal,0.285036584,0.152207124,0.155262523,0.093109271,0.138136206,0.053951918,0.039800595,0.005547962,0.037468843,0.021870226,0.001447294,0.015759428,0.000402026,0.292087095,0.25,25.6,0.93,0.05,0.02,1,0.142082891
Westerveld,0.256378537,0.137235194,0.097958868,0.104221432,0.094093088,0.084505953,0.096799134,0.029147982,0.037343436,0.040049482,0.006185248,0.015927014,0.000154631,0,0.24,25.6,0.94,0.04,0.02,1,0.161182142
Westervoort,0.194741253,0.125916614,0.155457783,0.12424052,0.133563796,0.084119003,0.063482087,0.021370207,0.039597737,0.031217264,0.002095118,0.016865703,0.007332914,1.847898599,0.23,24.3,0.83,0.09,0.08,2,0.150090054
